ORIGIN_AIRPORT_ID,NAME,DEPARTURES_PERFORMED,PASSENGERS,ORIGIN_STATE_ABR
11098,"Coeur d'Alene, ID: Coeur d'Alene - Pappy Boyington Field",0.0,0.0,
11099,"Cocoa Beach, FL: Patrick Sfb",0.0,0.0,
11100,"Condoto, Colombia: Mandinga",0.0,0.0,
11101,"Cooch Behar, India: Cooch Behar Airport",0.0,0.0,
11102,"Coonabarabran, Australia: Coonabarabran Airport",0.0,0.0,
11103,"Kochi, India: Cochin International",0.0,0.0,
11104,"Coll Island, United Kingdom: Coll",0.0,0.0,
11105,"Coleman, TX: Coleman Municipal",0.0,0.0,
11106,"Concord, NH: Concord Municipal",0.0,0.0,
11107,"Cotonou, Benin: Card Bernardin Gadin de Cadjehoun International",0.0,0.0,
11108,"Cordoba, Argentina: Ambrosio L. V. Taravella",0.0,0.0,
11109,"Colorado Springs, CO: City of Colorado Springs Municipal",231.0,10572.0,CO
11110,"Cotulla, TX: Cotulla-La Salle County",0.0,0.0,
11111,"Columbia, MO: Columbia Regional",69.0,1517.0,MO
11112,"Coolawanyah, Australia: Coolawanyah Airport",0.0,0.0,
11113,"Cape Palmas, Liberia: Cape Palmas Airport",0.0,0.0,
11114,"Capurgana, Colombia: Capurgana Airport",0.0,0.0,
11115,"Chapelco, Argentina: Aviador C. Campos",0.0,0.0,
11116,"Coober Pedy, Australia: Coober Pedy Airport",0.0,0.0,
11117,"Campeche, Mexico: Campeche International",0.0,0.0,
11118,"Copenhagen, Denmark: Kastrup",0.0,0.0,
11119,"Cape Rodney, Papua New Guinea: Cape Rodney Airport",0.0,0.0,
11120,"Copiapo, Chile: Chamonate",0.0,0.0,
11121,"Campinas, Brazil: Viracopos International",0.0,0.0,
11122,"Casper, WY: Casper/Natrona County International",82.0,2371.0,WY
11123,"St. Louis, MO: Bi-State Parks",0.0,0.0,
11124,"Cape Town, South Africa: Cape Town International",0.0,0.0,
11125,"Campina Grande, Brazil: Presidente Joao Suassuna",0.0,0.0,
11126,"Culebra, PR: Benjamin Rivera Noriega",222.0,360.0,PR
11127,"Calais, France: Calais Marck",0.0,0.0,
11128,"Carbondale, CO: Glen-Aspen",0.0,0.0,
11130,"Cheraw, SC: Cheraw Municipal/Lynch Bellinger Field",0.0,0.0,
11131,"Craiova, Romania: Craiova Airport",0.0,0.0,
11132,"Collarenebri, Australia: Collarenebri Airport",0.0,0.0,
11133,"Cartago, Colombia: Cartago Airport",0.0,0.0,
11134,"Comodoro Rivadavia, Argentina: Comodoro Rivadavia Airport",0.0,0.0,
11135,"Myrtle Beach, SC: Grand Strand",0.0,0.0,
11136,"Jacksonville, FL: Jacksonville Executive at Craig",0.0,0.0,
11137,"Crooked Island, The Bahamas: Colonel Hill",0.0,0.0,
11138,"Luzon Island, Philippines: Diosdado Macapagal International",0.0,0.0,
11139,"Charleroi, Belgium: Brussels South",0.0,0.0,
11140,"Corpus Christi, TX: Corpus Christi International",177.0,8207.0,TX
11141,"Caravelas, Brazil: Caravelas Airport",0.0,0.0,
11142,"Ceres, Argentina: Ceres Airport",0.0,0.0,
11143,"Corsicana, TX: C David Campbell Field-Corsicana Municipal",0.0,0.0,
11144,"Carriacou, Grenada: Lauriston",0.0,0.0,
11145,"Crotone, Italy: Crotone Airport",0.0,0.0,
11146,"Charleston/Dunbar, WV: West Virginia International Yeager",115.0,3840.0,WV
11147,"Corinth, MS: Roscoe Turner",0.0,0.0,
11148,"Cresswell Downs, Australia: Cresswell Downs Airport",0.0,0.0,
11149,"Crested Butte, CO: Crested Butte Airpark",0.0,0.0,
11150,"Columbus, GA: Columbus Airport",27.0,426.0,GA
11151,"Casino, Australia: Casino Airport",0.0,0.0,
11152,"Clinton, OK: Clinton Sherman",0.0,0.0,
11153,"Carson City, NV: Carson City Airport",0.0,0.0,
11154,"Cape Spencer, AK: Cape Spencer C.G. Helipad",0.0,0.0,
11155,"Casuarito, Colombia: Casuarito Airport",0.0,0.0,
11156,"Cassilandia, Brazil: Cassilandia Airport",0.0,0.0,
11157,"Castaway, Fiji: Castaway Airport",0.0,0.0,
11158,"Cape Sabine, AK: Cape Sabine Airport",0.0,0.0,
11159,"Crossville, TN: Crossville Memorial-Whitson Field",0.0,0.0,
11160,"Changsha, China: Huanghua",0.0,0.0,
11161,"Catania, Italy: Catania-Fontanarossa",0.0,0.0,
11162,"Cut Bank, MT: Cut Bank International",0.0,0.0,
11163,"Catamarca, Argentina: Catamarca Aeroclub",0.0,0.0,
11164,"Cartagena, Colombia: Rafael Nunez",0.0,0.0,
11165,"Coatesville, PA: Chester County G. O. Carlson",0.0,0.0,
11166,"Charleville, Australia: Charleville Airport",0.0,0.0,
11167,"Chetumal, Mexico: Chetumal International",0.0,0.0,
11168,"Cooktown, Australia: Cooktown Airport",0.0,0.0,
11169,"Calverton, NY: Calverton Executive Airpark",0.0,0.0,
11170,"Sapporo, Japan: New Chitose",0.0,0.0,
11171,"Le Castellet, France: Le Castellet Airport",0.0,0.0,
11172,"Chengdu, China: Shuangliu International",0.0,0.0,
11173,"Cottonwood, AZ: Cottonwood Airport",0.0,0.0,
11174,"Cortland, NY: Cortland County Chase Field",0.0,0.0,
11175,"Cross City, FL: Cross City Airport",0.0,0.0,
11176,"Columbia, SC: Jim Hamilton L. B. Owens",0.0,0.0,
11177,"Cucuta, Colombia: Camilo Daza",0.0,0.0,
11178,"Cuenca, Ecuador: Cuenca Airport",0.0,0.0,
11179,"Cuneo, Italy: Levaldigi",0.0,0.0,
11180,"Culiacan, Mexico: Culiacan International",0.0,0.0,
11181,"Cumana, Venezuela: Cumana Airport",0.0,0.0,
11183,"Carupano, Venezuela: General Jose Francisco Bermudez",0.0,0.0,
11184,"Coen, Australia: Coen Airport",0.0,0.0,
11185,"Willemstad, Curacao: Hato",0.0,0.0,
11186,"Cutral-Co, Argentina: Cutral-Co Airport",0.0,0.0,
11187,"Chihuahua, Mexico: Chihuahua International",0.0,0.0,
11188,"Cube Cove, AK: Cube Cove Airport",0.0,0.0,
11189,"Cue, Australia: Cue Airport",0.0,0.0,
11190,"Cusco, Peru: Teniente Alejandro Velasco Astete International",0.0,0.0,
11191,"Pittsburgh, PA: Civic Arena H/P",0.0,0.0,
11192,"Courchevel, France: Courchevel Airport",0.0,0.0,
11193,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1265.0,99376.0,KY
11194,"Cuernavaca, Mexico: Cuernavaca International",0.0,0.0,
11195,"Cape Vogel, Papua New Guinea: Cape Vogel Airport",0.0,0.0,
11196,"Ciudad Victoria, Mexico: Ciudad Victoria International",0.0,0.0,
11197,"Clovis, NM: Clovis Regional",51.0,135.0,NM
11198,"Corvallis, OR: Corvallis Municipal",0.0,0.0,
11199,"Carnarvon, Australia: Carnarvon Airport",0.0,0.0,
11200,"Clovis, NM: Cannon AFB",0.0,0.0,
11201,"Coventry, United Kingdom: Coventry Airport",0.0,0.0,
11202,"Charlevoix, MI: Charlevoix Municipal",0.0,0.0,
11203,"Mosinee, WI: Central Wisconsin",70.0,1720.0,WI
11204,"Curitiba, Brazil: Afonso Pena International",0.0,0.0,
11207,"Clinton, IA: Clinton Municipal",0.0,0.0,
11208,"Cardiff, United Kingdom: Cardiff Airport",0.0,0.0,
11209,"Center Island, WA: Center Island Airport",0.0,0.0,
11210,"Cowra, Australia: Cowra Airport",0.0,0.0,
11211,"Caicara, Venezuela: Caicara Venez.",0.0,0.0,
11212,"Cox's Bazar, Bangladesh: Cox's Bazar Airport",0.0,0.0,
11213,"Chitina, AK: Chitina Airport",0.0,0.0,
11214,"Coldfoot, AK: Coldfoot Airport",8.0,20.0,AK
11215,"Vancouver, Canada: Coal Harbour Seaplane Base",0.0,0.0,
11216,"Christmas Island, Kiribati: Christmas Island Airport",0.0,0.0,
11217,"Caxias Do Sul, Brazil: Hugo Cantergiani",0.0,0.0,
11218,"Calexico, CA: Calexico International",0.0,0.0,
11219,"Conroe, TX: Conroe North Houston Regional",0.0,0.0,
11220,"Cilacap, Indonesia: Tunggul Wulung",0.0,0.0,
11222,"Charters Towers, Australia: Charters Towers Airport",0.0,0.0,
11223,"Cat Cay, The Bahamas: Cat Cay Airport",0.0,0.0,
11224,"Les Cayes, Haiti: Cayes",0.0,0.0,
11225,"Cayman Brac, Cayman Islands: Charles Kirkconnell International",0.0,0.0,
11226,"Caye Chapel, Belize: Caye Chapel Airport",0.0,0.0,
11227,"Chefornak, AK: Chefornak Airport",139.0,217.0,AK
11229,"Chiayi, Taiwan: Chiayi Airport",0.0,0.0,
11230,"Chatham, AK: Chatham Airport",0.0,0.0,
11231,"Calbayog, Philippines: Calbayog Airport",0.0,0.0,
11232,"Colonia, Uruguay: Laguna de Los Patos International",0.0,0.0,
11233,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",0.0,0.0,
11234,"Cape Yakataga, AK: Yakataga",0.0,0.0,
11235,"Cauayan, Philippines: Cauayan Airport",0.0,0.0,
11236,"Chichen Itza, Mexico: Chichen Itza International",0.0,0.0,
11237,"Cruz Alta, Brazil: Cruz Alta Airport",0.0,0.0,
11238,"Copper Center, AK: Copper Center 2",0.0,0.0,
11240,"Coro, Venezuela: Jose Leonardo Chirino",0.0,0.0,
11241,"Cape Romanzof, AK: Cape Romanzof LRRS",0.0,0.0,
11242,"Corozal, Belize: Ranchito",0.0,0.0,
11243,"Constantine, Algeria: Constantine/Ain El Bey",0.0,0.0,
11244,"Cozumel, Mexico: Cozumel International",0.0,0.0,
11245,"Chisana, AK: Chisana Airport",8.0,8.0,AK
11246,"Chistochina, AK: Chistochina Airport",0.0,0.0,
11247,"Cape Pole, AK: Cape Pole Airport",0.0,0.0,
11248,"Cruzeiro Do Sul, Brazil: Cruzeiro Do Sul Airport",0.0,0.0,
11249,"Corozal, Colombia: Las Brujas",0.0,0.0,
11250,"Czestochowa, Poland: Czestochowy",0.0,0.0,
11251,"Changzhou, China: Changzhou Benniu International",0.0,0.0,
11252,"Daytona Beach, FL: Daytona Beach International",95.0,5544.0,FL
11253,"Dhaka, Bangladesh: Hazrat Shahjalal International",0.0,0.0,
11254,"Danang, Vietnam: Danang International",0.0,0.0,
11255,"Daet, Philippines: Daet Airport",0.0,0.0,
11256,"Daup, Papua New Guinea: Daup Airport",0.0,0.0,
11257,"Daggett, CA: Barstow/Daggett",0.0,0.0,
11258,"Dakhla Oasis, Egypt: Dakhla",0.0,0.0,
11259,"Dallas, TX: Dallas Love Field",3443.0,273161.0,TX
11260,"Damascus, Syria: Damascus International",0.0,0.0,
11261,"Danville, VA: Danville Regional",0.0,0.0,
11262,"Dar Es Salaam, Tanzania: Julius Nyerere International",0.0,0.0,
11263,"Datong, China: Datong Airport",0.0,0.0,
11264,"Daru, Papua New Guinea: Daru Airport",0.0,0.0,
11265,"David, Panama: Enrique Malek International",0.0,0.0,
11266,"Daxian, China: Daxian Airport",0.0,0.0,
11267,"Dayton, OH: James M Cox/Dayton International",381.0,16470.0,OH
11269,"Dabaa City, Egypt: Al Alamain International",0.0,0.0,
11271,"Debra Marcos, Ethiopia: Debre Marcos",0.0,0.0,
11272,"Dublin, GA: W H Bud Barron",0.0,0.0,
11273,"Dubbo, Australia: Dubbo Airport",0.0,0.0,
11274,"Dubuque, IA: Dubuque Regional",22.0,650.0,IA
11275,"Debra Tabor, Ethiopia: Debre Tabor",0.0,0.0,
11276,"Dubrovnik, Croatia: Dubrovnik Airport",0.0,0.0,
11277,"Dalby, Australia: Dalby Airport",0.0,0.0,
11278,"Washington, DC: Ronald Reagan Washington National",3371.0,175349.0,VA
11279,"Roseau, Dominica: Canefield",0.0,0.0,
11280,"Dahl Creek, AK: Dahl Creek Airport",0.0,0.0,
11281,"Finningley, United Kingdom: RAF Finningley",0.0,0.0,
11282,"Decatur, AL: Pryor Field Regional",0.0,0.0,
11283,"Dodge City, KS: Dodge City Regional",30.0,147.0,KS
11284,"Dorado, PR: Dorado Airport",0.0,0.0,
11285,"Zweibrucken, Germany: Zweibruecken",0.0,0.0,
11286,"Dera Ghazi Khan, Pakistan: Farooq Ahmad Khan Leghari International",0.0,0.0,
11287,"Debrecen, Hungary: Debrecen Airport",0.0,0.0,
11288,"Decatur, IL: Decatur Airport",30.0,143.0,IL
11289,"Decorah, IA: Decorah Municipal",0.0,0.0,
11290,"Delhi, India: Indira Gandhi International",0.0,0.0,
11291,"Dembi Dollo, Ethiopia: Dembi Dollo Airport",0.0,0.0,
11292,"Denver, CO: Denver International",11171.0,846592.0,CO
11294,"Desroches, Seychelles: Desroches Airport",0.0,0.0,
11295,"Detroit, MI: Coleman A. Young Municipal",0.0,0.0,
11296,"Deir Ezzor, Syria: Al Jafrah/Deir Ezzor",0.0,0.0,
11297,"Defiance, OH: Defiance Memorial",0.0,0.0,
11298,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12616.0,995004.0,TX
11299,"Danger Bay, AK: Danger Bay Airport",0.0,0.0,
11301,"Durango, Mexico: Durango International",0.0,0.0,
11302,"Dumaguete, Philippines: Dumaguete Airport",0.0,0.0,
11303,"Douglas, WY: Converse County",0.0,0.0,
11304,"Dhahran, Saudi Arabia: King Abdulaziz AB",0.0,0.0,
11306,"Dhangadhi, Nepal: Dhangadhi Airport",0.0,0.0,
11307,"Dhala, Yemen: Dhala Airport",0.0,0.0,
11308,"Dothan, AL: Dothan Regional",30.0,488.0,AL
11309,"Dalhart, TX: Dalhart Municipal",0.0,0.0,
11311,"Dibrugarh, India: Dibrugarh Airport",0.0,0.0,
11312,"Antsiranana, Madagascar: Arrachart",0.0,0.0,
11313,"Shangri-La, China: Zhongdian",0.0,0.0,
11314,"Dijon, France: Dijon Longvic",0.0,0.0,
11315,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",26.0,579.0,ND
11316,"Dili, Timor-Leste: Presidente Nicolau Lobato International",0.0,0.0,
11317,"Diomede Island, AK: Diomede Heliport",0.0,0.0,
11318,"Dire Dawa, Ethiopia: Aba Tenna Dejazmatch Yilma",0.0,0.0,
11319,"Dolisie, Congo (Brazaville): Dolisie Airport",0.0,0.0,
11320,"Diu, India: Diu Airport",0.0,0.0,
11321,"Divo, Cote d'Ivoire: Divo Airport",0.0,0.0,
11322,"Diyarbakir, Turkey: Diyarbakir Airport",0.0,0.0,
11323,"Jambi, Indonesia: Paalmerah",0.0,0.0,
11324,"Djerba, Tunisia: Djerba Airport",0.0,0.0,
11325,"Djanet, Algeria: Tiska",0.0,0.0,
11326,"Jayapura, Indonesia: Sentani",0.0,0.0,
11327,"Delta Junction, AK: Delta Junction Airport",0.0,0.0,
11328,"Daloa, Cote d'Ivoire: Daloa Airport",0.0,0.0,
11329,"Kolding Vamdrup, Denmark: Kolding Vamdrup Airport",0.0,0.0,
11330,"Dunk Island, Australia: Kyboola",0.0,0.0,
11331,"Dunkirk, NY: Chautauqua County/Dunkirk",0.0,0.0,
11332,"Dakar, Senegal: Leopold Sedar Senghor International",0.0,0.0,
11333,"Douala, Cameroon: Douala Airport",0.0,0.0,
11334,"Dalian, China: Zhoushuizi",0.0,0.0,
11335,"Del Rio, TX: Laughlin AFB",0.0,0.0,
11336,"Dillingham, AK: Dillingham Airport",287.0,977.0,AK
11337,"Duluth, MN: Duluth International",53.0,1436.0,MN
11338,"Dalat, Vietnam: Lienkhang",0.0,0.0,
11339,"Dillon, SC: Dillon County",0.0,0.0,
11340,"Dalaman, Turkey: Dalaman Airport",0.0,0.0,
11341,"Dolomi, AK: Dolomi Airport",0.0,0.0,
11342,"The Dalles, OR: Columbia Gorge Regional/The Dalles Municipal",0.0,0.0,
11343,"Dali City, China: Xiaguan",0.0,0.0,
11344,"Tucson, AZ: Davis Monthan AFB",0.0,0.0,
11345,"Moscow, Russia: Domodedovo",0.0,0.0,
11348,"Deming, NM: Deming Municipal",0.0,0.0,
11349,"Sedalia, MO: Sedalia Regional",0.0,0.0,
11350,"Dimapur, India: Manipur Road",0.0,0.0,
11351,"Okinawa, Japan: Kadena AB",0.0,0.0,
11352,"Dunbar, Australia: Dunbar Airport",0.0,0.0,
11353,"Duncan Canal, AK: Duncan Canal Airport",0.0,0.0,
11354,"Dundee, United Kingdom: Dundee Airport",0.0,0.0,
11355,"Dallas/Fort Worth, TX: Dallas North",0.0,0.0,
11357,"Dnipropetrovsk, Ukraine: Dnipro International",0.0,0.0,
11358,"Augusta, GA: Daniel Field",0.0,0.0,
11359,"Dalton, GA: Dalton Municipal",0.0,0.0,
11360,"Dianopolis, Brazil: Dianopolis Airport",0.0,0.0,
11361,"Deniliquin, Australia: Deniliquin Airport",0.0,0.0,
11362,"Dinard, France: Dinard Pleurtuit Saint Malo",0.0,0.0,
11363,"Danville, IL: Vermilion Regional",0.0,0.0,
11365,"Denizli, Turkey: Cardak",0.0,0.0,
11366,"Dodoma, Tanzania: Dodoma Airport",0.0,0.0,
11367,"Dora Bay, AK: Dora Bay Airport",7.0,3.0,AK
11368,"Dongola, Sudan: Dongola Airport",0.0,0.0,
11369,"Doha, Qatar: Doha International",0.0,0.0,
11370,"Donetsk, Ukraine: Donetsk International",0.0,0.0,
11371,"Deauville, France: Deauville Normandie",0.0,0.0,
11372,"Marigot, Dominica: Douglas Charles",0.0,0.0,
11373,"Dos Lagunas, Guatemala: Dos Lagunas Airport",0.0,0.0,
11374,"Dourados, Brazil: Dourados Airport",0.0,0.0,
11375,"Dover, DE: Dover AFB",0.0,0.0,
11376,"Chicago, IL: Du Page County",0.0,0.0,
11377,"Dugway, UT: Michael AAF",0.0,0.0,
11378,"Dipolog, Philippines: Dipolog Airport",0.0,0.0,
11379,"Devonport, Australia: Devonport Airport",0.0,0.0,
11380,"Denpasar, Indonesia: Gusti Ngurah Rai International",0.0,0.0,
11381,"Deadhorse, AK: Badami",0.0,0.0,
11382,"Montijo, Portugal: Montijo Airport",0.0,0.0,
11383,"Sebastian, FL: Sebastian Municipal",0.0,0.0,
11384,"Soda Springs, ID: Allen H Tigert",0.0,0.0,
11385,"Holtville, CA: Holtville Airport",0.0,0.0,
11387,"Springfield, TN: Springfield Robertson County",0.0,0.0,
11388,"Alpine, AK: Alpine Airstrip",0.0,0.0,
11389,"Colusa, CA: Colusa County",0.0,0.0,
11390,"Killdeer, ND: Dunn County Weydahl Field",0.0,0.0,
11391,"Fort Drum, NY: Wheeler-Sack AAF",0.0,0.0,
11392,"Anchorage, AK: Lake Hood",9.0,8.0,AK
11394,"New Smyrna Beach, FL: New Smyrna Beach Municipal",0.0,0.0,
11395,"Delhi, LA: Delhi Municipal",0.0,0.0,
11396,"Georgetown, KY: Marshall Field",0.0,0.0,
11397,"Cozad, NE: Cozad Municipal",0.0,0.0,
11398,"Peach Springs, AZ: Grand Canyon West",0.0,0.0,
11399,"Whitmore, AZ: Grand Canyon Bar Ten Airstrip",0.0,0.0,
11400,"Boscombe, United Kingdom: Boscombe Down",0.0,0.0,
11401,"Ketchikan, AK: Neets Bay",0.0,0.0,
11402,"Haines, AK: Glacier Point",0.0,0.0,
11403,"Peach Springs, AZ: Hualapai",0.0,0.0,
11404,"Tsui River, AK: Tsui River Airport",0.0,0.0,
11405,"Cape Canaveral, FL: Cape Canaveral Sfs Skid Strip",0.0,0.0,
11406,"Platinum, AK: Platinum Mine",0.0,0.0,
11407,"Mercury, NV: Desert Rock",0.0,0.0,
11408,"Derby, Australia: Derby Airport",0.0,0.0,
11409,"Drummond Island, MI: Drummond Island Airport",0.0,0.0,
11410,"Drift River, AK: Drift River Airport",0.0,0.0,
11411,"Deering, AK: Deering Airport",36.0,45.0,AK
11412,"Dirranbandi, Australia: Dirranbandi Airport",0.0,0.0,
11413,"Durango, CO: Durango La Plata County",110.0,4305.0,CO
11414,"Dresden, Germany: Dresden Airport",0.0,0.0,
11415,"Del Rio, TX: Del Rio International",30.0,584.0,TX
11416,"Drummond, MT: Drummond Airport",0.0,0.0,
11417,"Darwin, Australia: Darwin International",0.0,0.0,
11418,"Finningley, United Kingdom: Doncaster Sheffield",0.0,0.0,
11419,"La Desirade, Guadeloupe: La Desirade Airport",0.0,0.0,
11420,"Dessie, Ethiopia: Dessie/Combolcha",0.0,0.0,
11421,"Destin, FL: Destin Executive",7.0,23.0,FL
11422,"Dera Ismail Khan, Pakistan: D. I. Khan",0.0,0.0,
11423,"Des Moines, IA: Des Moines International",588.0,31646.0,IA
11424,"Delta, UT: Delta Municipal",0.0,0.0,
11425,"Death Valley, CA: Furnace Creek",0.0,0.0,
11427,"Detroit Lakes, MN: Detroit Lakes-Wething Field",0.0,0.0,
11428,"Dortmund, Germany: Dortmund Airport",0.0,0.0,
11429,"Shreveport, LA: Shreveport Downtown",0.0,0.0,
11430,"Denton, TX: Denton Enterprise",0.0,0.0,
11431,"Decatur Island, WA: Decatur",0.0,0.0,
11432,"Detroit, MI: Detroit Metropolitan Area",0.0,0.0,
11433,"Detroit, MI: Detroit Metro Wayne County",4776.0,263537.0,MI
11434,"Durant, OK: Eaker Field",0.0,0.0,
11435,"Dublin, Ireland: Dublin Airport",0.0,0.0,
11436,"Duncan, OK: Halliburton Field",0.0,0.0,
11437,"Dunedin, New Zealand: Dunedin Airport",0.0,0.0,
11438,"Dundo, Angola: Kamakenzo",0.0,0.0,
11439,"Duck, NC: Pine Island",0.0,0.0,
11440,"Douglas, AZ: Bisbee Douglas International",0.0,0.0,
11441,"DuBois, PA: DuBois Regional",164.0,164.0,PA
11442,"Duncan/Quamichan Lake, Canada: Duncan",0.0,0.0,
11443,"Durban, South Africa: Louis Botha",0.0,0.0,
11444,"Dusseldorf, Germany: Duesseldorf",0.0,0.0,
11445,"Unalaska, AK: Unalaska Airport",111.0,253.0,AK
11446,"Diavik, Canada: Diavik Airport",0.0,0.0,
11447,"Devils Lake, ND: Devils Lake Regional",31.0,406.0,ND
11448,"Davenport, IA: Davenport Municipal",0.0,0.0,
11449,"Davao, Philippines: Francisco Bangoy International",0.0,0.0,
11450,"Phoenix, AZ: Phoenix - Deer Valley",0.0,0.0,
11452,"Davis/Woodland/Winters, CA: Yolo County",0.0,0.0,
11453,"Houston, TX: David Wayne Hooks Memorial",0.0,0.0,
11454,"Orlando, FL: Walt Disney World",0.0,0.0,
11455,"Dubai, United Arab Emirates: Dubai International",0.0,0.0,
11456,"Danbury, CT: Danbury Municipal",0.0,0.0,
11457,"Dayong, China: Hehua",0.0,0.0,
11458,"Anadyr, Russia: Ugolny",0.0,0.0,
11459,"Abilene, TX: Dyess AFB",0.0,0.0,
11460,"Dushanbe, Tajikistan: Dushanbe Airport",0.0,0.0,
11461,"Dzaoudzi, Mayotte: Dzaoudzi-Pamandzi",0.0,0.0,
11462,"Durazno, Uruguay: Durazno Airport",0.0,0.0,
11463,"Eagle, AK: Eagle Airport",18.0,25.0,AK
11464,"Noatak, AK: Eagle Creek Strip",0.0,0.0,
11466,"Nejran, Saudi Arabia: Nejran Airport",0.0,0.0,
11467,"Wheatland, WY: Phifer Airfield",0.0,0.0,
11468,"Kearney, NE: Kearney Regional",31.0,318.0,NE
11469,"San Sebastian, Spain: San Sebastian Airport",0.0,0.0,
11470,"Wenatchee, WA: Pangborn Memorial",35.0,1279.0,WA
11471,"Eau Claire, WI: Chippewa Valley Regional",32.0,384.0,WI
11472,"Elba Island, Italy: Marina Di Campo",0.0,0.0,
11473,"Entebbe/Kampala, Uganda: Entebbe International",0.0,0.0,
11474,"El Obeid, Sudan: El Obeid Airport",0.0,0.0,
11475,"Esbjerg, Denmark: Esbjerg Airport",0.0,0.0,
11476,"Erbil, Iraq: Erbil International",0.0,0.0,
11477,"St. Etienne, France: Saint Etienne Loire",0.0,0.0,
11478,"East Tawas, MI: Iosco County",0.0,0.0,
11479,"Elizabeth City, NC: Elizabeth City CGAS/Regional",0.0,0.0,
11480,"Ercan, Cyprus: Ercan Airport",0.0,0.0,
11481,"Panama City, FL: Northwest Florida Beaches International",528.0,36542.0,FL
11482,"Newcastle, WY: Mondell Field",0.0,0.0,
11483,"Rocksprings, TX: Edwards County",0.0,0.0,
11484,"Edna Bay, AK: Edna Bay Airport",14.0,20.0,AK
11486,"Edenton, NC: Northeastern Regional",0.0,0.0,
11487,"Anchorage, AK: Elmendorf AFB",0.0,0.0,
11488,"Edinburgh, United Kingdom: Edinburgh Airport",0.0,0.0,
11489,"Eldoret, Kenya: Eldoret Airport",0.0,0.0,
11490,"Edwards, CA: Edwards AFB",0.0,0.0,
11491,"Needles, CA: Needles Airport",0.0,0.0,
11492,"Eek, AK: Eek Airport",136.0,182.0,AK
11493,"Keene, NH: Dillant Hopkins",0.0,0.0,
11494,"Eight Fathom Bight, AK: Eight Fathom Bight Airport",0.0,0.0,
11495,"Houston, TX: Ellington",0.0,0.0,
11496,"Newport, VT: Northeast Kingdom International",0.0,0.0,
11497,"Kefallinia Island, Greece: Argostolion",0.0,0.0,
11498,"Cairo, Egypt: Sphinx International",0.0,0.0,
11499,"Jiyanklis, Egypt: Jiyanklis AB",0.0,0.0,
11500,"Beni Suef, Egypt: Beni Suef Airport",0.0,0.0,
11501,"Chenega, AK: Chenega Airport",0.0,0.0,
11502,"Bergerac, France: Bergerac Dordogne Perigord",0.0,0.0,
11503,"Eagle, CO: Eagle County Regional",56.0,1385.0,CO
11504,"Crestview, FL: Duke Field",0.0,0.0,
11505,"Geneina, Sudan: Geneina Airport",0.0,0.0,
11506,"Eagle Pass, TX: Eagle Pass Municipal",0.0,0.0,
11507,"Egilsstadir, Iceland: Egilsstadir Airport",0.0,0.0,
11508,"Wellington, KS: Wellington Municipal",0.0,0.0,
11510,"Eagle River, WI: Eagle River Union",0.0,0.0,
11511,"Egegik, AK: Egegik Airport",70.0,24.0,AK
11512,"Cape Newenham, AK: Cape Newenham LRRS",0.0,0.0,
11513,"Eagle Harbor, AK: Eagle Harbor Airport",0.0,0.0,
11514,"East Hartford, CT: Rentschler Heliport",0.0,0.0,
11515,"Eia, Papua New Guinea: Eia Airport",0.0,0.0,
11516,"Eisenach, Germany: Eisenach Kindel",0.0,0.0,
11517,"Fairbanks, AK: Eielson AFB",0.0,0.0,
11518,"Eindhoven, Netherlands: Eindhoven Airport",0.0,0.0,
11519,"Road Town, British Virgin Islands: Terrance B Lettsome",0.0,0.0,
11520,"Barrancabermeja, Colombia: Yariguies",0.0,0.0,
11521,"Wedjh, Saudi Arabia: Wedjh Airport",0.0,0.0,
11522,"Eureka, CA: Murray Field",0.0,0.0,
11523,"Elkhart, IN: Elkhart Municipal",0.0,0.0,
11524,"Elkins, WV: Elkins Randolph County",0.0,0.0,
11525,"Elko, NV: Elko Regional",21.0,318.0,NV
11526,"Elizabethtown, KY: Addington Field",0.0,0.0,
11527,"Bessemer, AL: Bessemer Airport",0.0,0.0,
11528,"Eagle Lake, TX: Eagle Lake Airport",0.0,0.0,
11529,"El Banco, Colombia: El Banco Airport",0.0,0.0,
11530,"Elcho Island, Australia: Elcho Island Airport",0.0,0.0,
11531,"El Dorado, AR: South Arkansas Regional at Goodwin Field",78.0,212.0,AR
11532,"El Fasher, Sudan: El Fasher Airport",0.0,0.0,
11533,"El Golea, Algeria: El Golea Airport",0.0,0.0,
11534,"North Eleuthera, The Bahamas: North Eleuthera Airport",0.0,0.0,
11535,"Elim, AK: Elim Airport",76.0,169.0,AK
11536,"El Recreo, Colombia: El Recreo Airport",0.0,0.0,
11537,"Elmira/Corning, NY: Elmira/Corning Regional",77.0,3093.0,NY
11538,"Ellensburg, WA: Bowers Field",0.0,0.0,
11540,"El Paso, TX: El Paso International",522.0,36176.0,TX
11541,"Gassim, Saudi Arabia: Prince Naif Bin Abdulaziz",0.0,0.0,
11543,"East London, South Africa: King Phalo",0.0,0.0,
11544,"El Tor, Egypt: El Tor Airport",0.0,0.0,
11545,"Elfin Cove, AK: Elfin Cove Seaplane Base",37.0,52.0,AK
