ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,hub_cat,diff,pct_change,change_category,total_2019,total_2020,total_2021,total_2022,diff_2022,change_type,total_50s_2019,pct_50_2019,total_50s_2022,pct_50_2022,Latitude,Longitude
14543,RKS,WY,Southwest Wyoming Regional,Rock Springs,10k-100k,no,N,loss,-45.5,at least -30%,715,525,573,390,-183,less,713,99.72027972,390,100.0,41.5988254,-109.0718882
14570,RNO,NV,Reno/Tahoe International,Reno,1-5 million,no,M,loss,-14.8,at least -10%,23348,13824,20647,19896,-751,less,1368,5.859174233,1715,8.61982308,39.4995907,-119.7680951
14574,ROA,VA,Roanoke Blacksburg Regional,Roanoke,100k-1 million,no,N,loss,-21.9,at least -20%,7258,4616,5323,5667,344,more,5798,79.88426564,3955,69.79001235,37.3205785,-79.9703762
14576,ROC,NY,Frederick Douglass Grtr Rochester International,Rochester,1-5 million,no,S,loss,-14.7,at least -10%,18369,9263,11537,15667,4130,more,6253,34.04104742,3405,21.73358014,43.1565779,-77.6088465
14588,ROW,NM,Roswell Air Center,Roswell,10k-100k,no,N,loss,-11.5,at least -10%,1406,785,1194,1245,51,more,44,3.129445235,31,2.489959839,33.3024659,-104.525764
14633,RST,MN,Rochester International,Rochester,100k-1 million,no,N,loss,-57.5,at least -30%,4091,2295,2873,1738,-1135,less,2993,73.16059643,1017,58.5155351,43.91087,-92.49038
14635,RSW,FL,Southwest Florida International,Fort Myers,1-5 million,no,M,gain,2.4,less than 10%,35213,28973,41194,36063,-5131,less,27,0.076676228,0,0.0,26.5337051,-81.7553083
14674,SAF,NM,Santa Fe Municipal,Santa Fe,100k-1 million,no,N,loss,-10.5,at least -10%,2802,1538,2075,2507,432,more,1031,36.79514632,690,27.52293578,35.6869752,-105.937799
14679,SAN,CA,San Diego International,San Diego,more than 5 million,no,L,loss,-13.7,at least -10%,98073,53172,63650,84594,20944,more,885,0.902389037,122,0.144218266,32.715738,-117.1610838
14683,SAT,TX,San Antonio International,San Antonio,1-5 million,no,M,loss,-18.6,at least -10%,42359,22500,27999,34468,6469,more,98,0.231355792,13,0.037716143,29.4251905,-98.4945922
14685,SAV,GA,Savannah/Hilton Head International,Savannah,1-5 million,no,S,loss,-0.4,less than -10%,18568,10780,18148,18498,350,more,3070,16.53382163,563,3.043572278,32.1294267,-81.2018521
14689,SBA,CA,Santa Barbara Municipal,Santa Barbara,100k-1 million,no,S,loss,-21.7,at least -20%,9894,5293,7139,7750,611,more,3837,38.78107944,858,11.07096774,34.4271935,-119.8398835
14696,SBN,IN,South Bend International,South Bend,100k-1 million,no,S,loss,-27.6,at least -20%,7709,5129,6133,5585,-548,less,5267,68.32273965,2207,39.51656222,41.6763545,-86.2519898
14698,SBP,CA,San Luis County Regional,San Luis Obispo,100k-1 million,no,N,loss,-10.5,at least -10%,5532,3934,3841,4953,1112,more,2481,44.84815618,1455,29.37613568,35.3102296,-120.4357631
14704,SBY,MD,Salisbury-Ocean City/Wicomico Regional,Salisbury,10k-100k,no,N,loss,-36.4,at least -30%,1905,1372,1576,1212,-364,less,1905,100.0,1212,100.0,38.339115,-75.5075949
14711,SCE,PA,University Park,State College,100k-1 million,no,N,loss,-49.2,at least -30%,4992,2789,3201,2537,-664,less,4943,99.01842949,1842,72.6054395,40.85145,-77.8509
14716,SCK,CA,Stockton Metro,Stockton,100k-1 million,no,N,loss,-42.0,at least -30%,1032,596,644,599,-45,less,273,26.45348837,0,0.0,37.9577016,-121.2907796
14730,SDF,KY,Louisville Muhammad Ali International,Louisville,1-5 million,no,S,loss,-19.9,at least -10%,27957,15437,20903,22381,1478,more,5455,19.51210788,1617,7.224878245,38.1706549,-85.7307673
14747,SEA,WA,Seattle/Tacoma International,Seattle,more than 5 million,no,L,loss,-10.7,at least -10%,191481,128663,166105,170993,4888,more,11,0.005744695,3,0.001754458,47.4484667,-122.3086084
14761,SFB,FL,Orlando Sanford International,Sanford,1-5 million,no,S,loss,-17.8,at least -10%,10755,7550,9452,8836,-616,less,81,0.753138075,0,0.0,28.7759404,-81.234288
14771,SFO,CA,San Francisco International,San Francisco,more than 5 million,no,L,loss,-25.4,at least -20%,173150,87413,98331,129112,30781,more,17171,9.916835114,10409,8.061992689,37.7749295,-122.4194155
14783,SGF,MO,Springfield-Branson National,Springfield,100k-1 million,no,S,loss,-23.5,at least -20%,10933,6922,8411,8363,-48,less,7314,66.89838105,3658,43.74028459,37.24478,-93.39038
14794,SGU,UT,St George Regional,St. George,100k-1 million,no,N,gain,9.8,less than 10%,2600,2653,3832,2855,-977,less,2486,95.61538462,1678,58.77408056,37.0968017,-113.5539707
14802,SHD,VA,Shenandoah Valley Regional,Staunton,10k-100k,yes,N,gain,0.7,less than 10%,696,686,690,701,11,more,696,100.0,701,100.0,38.2638356,-78.897264
14812,SHR,WY,Sheridan County,Sheridan,10k-100k,no,N,loss,-13.0,at least -10%,715,477,712,622,-90,less,0,0.0,621,99.8392283,44.787904,-106.925973
14814,SHV,LA,Shreveport Regional,Shreveport,100k-1 million,no,N,loss,-25.7,at least -20%,7032,4543,5460,5227,-233,less,3510,49.91467577,2714,51.92270901,32.4544911,-93.8286552
14831,SJC,CA,Norman Y. Mineta San Jose International,San Jose,more than 5 million,no,M,loss,-25.1,at least -20%,69815,34133,37717,52300,14583,more,27,0.038673637,8,0.015296367,37.3640908,-121.9289397
14842,SJT,TX,San Angelo Regional/Mathis Field,San Angelo,10k-100k,no,N,loss,-25.2,at least -20%,1855,1202,2042,1387,-655,less,1597,86.0916442,756,54.50612833,31.3572857,-100.5028459
14869,SLC,UT,Salt Lake City International,Salt Lake City,more than 5 million,no,L,loss,-9.9,less than -10%,121186,90073,118871,109164,-9707,less,14323,11.819022,6896,6.317100876,40.7607793,-111.8910474
14877,SLN,KS,Salina Regional,Salina,10k-100k,yes,N,loss,-11.4,at least -10%,916,644,685,812,127,more,916,100.0,812,100.0,38.8332633,-97.6097952
14893,SMF,CA,Sacramento International,Sacramento,more than 5 million,no,M,loss,-8.0,less than -10%,57415,34622,42983,52795,9812,more,1957,3.408516938,946,1.791836348,38.6953222,-121.5896183
14905,SMX,CA,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,10k-100k,no,N,loss,-33.0,at least -30%,194,139,315,130,-185,less,1,0.515463918,0,0.0,34.9423873,-120.4247455
14908,SNA,CA,John Wayne Airport-Orange County,Santa Ana,more than 5 million,no,M,gain,4.6,less than 10%,43977,23891,36211,45978,9767,more,1,0.002273916,0,0.0,33.6778994,-117.8623738
14952,SPI,IL,Abraham Lincoln Capital,Springfield,10k-100k,no,N,loss,-25.0,at least -20%,1746,1145,1419,1310,-109,less,1617,92.61168385,899,68.6259542,39.8442039,-89.6718462
14960,SPS,TX,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,10k-100k,no,N,loss,-11.5,at least -10%,1223,740,1240,1082,-158,less,1207,98.69174162,884,81.70055453,33.9685715,-98.510735
14986,SRQ,FL,Sarasota/Bradenton International,Sarasota/Bradenton,100k-1 million,no,S,gain,75.6,at least 30%,8647,7674,16131,15184,-947,less,75,0.867352839,0,0.0,27.3951191,-82.5538197
15008,STC,MN,St. Cloud Regional,St. Cloud,10k-100k,no,N,loss,-18.0,at least -10%,133,131,137,109,-28,less,2,1.503759398,0,0.0,45.5579451,-94.1632404
15016,STL,MO,St Louis Lambert International,St. Louis,more than 5 million,no,M,loss,-21.9,at least -20%,82886,52938,56306,64739,8433,more,7777,9.382766692,712,1.099800738,38.7499403,-90.374819
15023,STS,CA,Charles M. Schulz - Sonoma County,Santa Rosa,100k-1 million,no,N,gain,14.0,at least 10%,4129,2815,3727,4709,982,more,628,15.20949382,296,6.285835634,38.5779555,-122.9888319
15041,SUN,ID,Friedman Memorial,Sun Valley/Hailey/Ketchum,10k-100k,no,N,gain,14.3,at least 10%,1598,1320,2098,1827,-271,less,0,0.0,0,0.0,43.5065471,-114.3012455
15048,SUX,IA,Sioux Gateway Brig Gen Bud Day Field,Sioux City,10k-100k,no,N,loss,-47.1,at least -30%,1293,718,871,684,-187,less,1287,99.53596288,679,99.26900585,42.4008903,-96.3787307
15070,SWF,NY,New York Stewart International,Newburgh/Poughkeepsie,100k-1 million,no,N,loss,-70.5,at least -30%,2853,950,718,843,125,more,1725,60.46267087,0,0.0,41.4984032,-74.1008627
15074,SWO,OK,Stillwater Regional,Stillwater,10k-100k,no,N,loss,-16.7,at least -10%,846,540,540,705,165,more,841,99.40898345,593,84.11347518,36.1578398,-97.0838743
15096,SYR,NY,Syracuse Hancock International,Syracuse,1-5 million,no,S,loss,-11.7,at least -10%,17298,8451,11917,15282,3365,more,5174,29.91097237,2034,13.30977621,43.1139223,-76.1136982
15177,TEX,CO,Telluride Regional,Telluride,less than 10k,no,,loss,-28.2,at least -20%,889,282,431,638,207,more,0,0.0,0,0.0,37.9374939,-107.8122852
15249,TLH,FL,Tallahassee International,Tallahassee,100k-1 million,no,N,loss,-25.4,at least -20%,7506,4437,5542,5597,55,more,1380,18.38529177,71,1.268536716,30.4382559,-84.2807329
15295,TOL,OH,Eugene F Kranz Toledo Express,Toledo,100k-1 million,no,N,loss,-58.2,at least -30%,2057,1335,1295,860,-435,less,1000,48.61448712,472,54.88372093,41.5857725,-83.8092594
15304,TPA,FL,Tampa International,Tampa,more than 5 million,no,L,loss,-7.3,less than -10%,80691,51063,70386,74771,4385,more,73,0.090468578,0,0.0,27.9769744,-82.5301731
15323,TRI,TN,Tri Cities,Bristol/Johnson City/Kingsport,100k-1 million,no,N,loss,-12.2,at least -10%,4381,3099,3519,3847,328,more,3545,80.91759872,2202,57.23940733,36.48186,-82.40774
15356,TTN,NJ,Trenton Mercer,Trenton,100k-1 million,no,N,loss,-26.1,at least -20%,2936,1181,1810,2171,361,more,0,0.0,0,0.0,40.2770583,-74.8181191
15370,TUL,OK,Tulsa International,Tulsa,1-5 million,no,S,loss,-11.1,at least -10%,18303,11159,14349,16272,1923,more,3483,19.02966727,2720,16.71583088,36.2011824,-95.884728
15374,TUP,MS,Tupelo Regional,Tupelo,10k-100k,yes,N,loss,-29.2,at least -20%,992,879,784,702,-82,less,551,55.54435484,702,100.0,34.2576066,-88.7033859
15376,TUS,AZ,Tucson International,Tucson,1-5 million,no,S,loss,-18.6,at least -10%,19905,12462,15421,16211,790,more,1756,8.821904044,1181,7.285176732,32.1145102,-110.9392269
15380,TVC,MI,Cherry Capital,Traverse City,100k-1 million,no,N,loss,-14.4,at least -10%,5572,3747,5454,4772,-682,less,2524,45.29791816,2061,43.18943839,44.7414422,-85.5792827
15389,TWF,ID,Joslin Field - Magic Valley Regional,Twin Falls,10k-100k,no,N,loss,-66.0,at least -30%,1280,953,1179,435,-744,less,1008,78.75,405,93.10344828,42.48348,-114.48472
15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana,10k-100k,no,N,gain,3.0,less than 10%,1208,759,1048,1244,196,more,1203,99.58609272,1043,83.84244373,33.425125,-94.0476882
15411,TYR,TX,Tyler Pounds Regional,Tyler,10k-100k,no,N,loss,-20.9,at least -20%,1519,1004,1335,1201,-134,less,1448,95.32587228,982,81.76519567,32.3511258,-95.4096293
15412,TYS,TN,McGhee Tyson,Knoxville,1-5 million,no,S,loss,-24.6,at least -20%,21144,12313,15576,15942,366,more,9832,46.50018918,4043,25.36068247,35.810833,-83.993889
15454,UIN,IL,Quincy Regional-Baldwin Field,Quincy,10k-100k,yes,,gain,96.8,at least 30%,594,1908,1841,1169,-672,less,594,100.0,0,0.0,39.9368871,-91.1941325
15582,VEL,UT,Vernal Regional,Vernal,10k-100k,yes,,loss,-16.5,at least -10%,587,551,603,490,-113,less,587,100.0,490,100.0,40.4555157,-109.5287479
15607,VLD,GA,Valdosta Regional,Valdosta,10k-100k,no,N,loss,-3.5,less than -10%,1040,822,1176,1004,-172,less,1039,99.90384615,1004,100.0,30.7891551,-83.2786564
15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso,100k-1 million,no,S,loss,-1.4,less than -10%,8833,7089,11713,8706,-3007,less,1039,11.76270803,84,0.964851826,30.4635583,-86.5533382
15855,WST,RI,Westerly State,Westerly,10k-100k,no,N,loss,-10.5,at least -10%,4110,3236,4032,3679,-353,less,0,0.0,0,0.0,41.3775987,-71.8272871
15919,XNA,AR,Northwest Arkansas National,Fayetteville,100k-1 million,no,S,loss,-22.4,at least -20%,15445,8386,10284,11989,1705,more,2499,16.17999353,1680,14.01284511,36.2805838,-94.3045816
16101,YKM,WA,Yakima Air Terminal/McAllister Field,Yakima,10k-100k,no,N,loss,-51.0,at least -30%,1224,726,752,600,-152,less,0,0.0,0,0.0,46.5700809,-120.5398226
16869,XWA,ND,Williston Basin International,Williston,10k-100k,no,N,loss,-28.0,at least -20%,2057,854,1132,1481,349,more,1952,94.89547885,1277,86.2255233,48.25828,-103.72141
