ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,2019,2020,2021,2022
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20363,Endeavor Air Inc.,6798,4013,3403,5130
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20366,ExpressJet Airlines LLC d/b/a aha!,149,189,0,0
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20397,PSA Airlines Inc.,1814,675,880,904
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20046,Air Wisconsin Airlines Corp,34,22,0,10
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20378,Mesa Airlines Inc.,957,1038,1244,824
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20452,Republic Airline,6297,4128,7498,7335
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20398,Envoy Air,1716,642,1099,1500
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20237,Trans States Airlines,12,0,0,0
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20445,CommuteAir LLC dba CommuteAir,24,13,0,0
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20409,JetBlue Airways,3486,1447,3354,2804
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20368,Allegiant Air,305,121,128,60
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20436,Frontier Airlines Inc.,3124,984,1877,2715
14492,NC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",20416,Spirit Air Lines,1601,659,538,352
14893,CA,SMF,"Sacramento, CA: Sacramento International",21599,Boutique Air,277,551,607,0
14893,CA,SMF,"Sacramento, CA: Sacramento International",19687,Horizon Air,1869,1454,1772,865
14893,CA,SMF,"Sacramento, CA: Sacramento International",19790,Delta Air Lines Inc.,2804,2456,3128,3376
14893,CA,SMF,"Sacramento, CA: Sacramento International",19393,Southwest Airlines Co.,29386,18630,20193,30222
14893,CA,SMF,"Sacramento, CA: Sacramento International",19930,Alaska Airlines Inc.,2454,517,1651,1811
14893,CA,SMF,"Sacramento, CA: Sacramento International",19977,United Air Lines Inc.,3411,1576,3194,3383
14893,CA,SMF,"Sacramento, CA: Sacramento International",20422,Sun Country Airlines d/b/a MN Airlines,134,22,0,0
14893,CA,SMF,"Sacramento, CA: Sacramento International",19805,American Airlines Inc.,4124,2453,3308,2486
14893,CA,SMF,"Sacramento, CA: Sacramento International",19690,Hawaiian Airlines Inc.,634,328,722,726
14893,CA,SMF,"Sacramento, CA: Sacramento International",20304,SkyWest Airlines Inc.,5872,4508,6446,7523
14893,CA,SMF,"Sacramento, CA: Sacramento International",20500,GoJet Airlines LLC d/b/a United Express,95,0,0,0
14893,CA,SMF,"Sacramento, CA: Sacramento International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,357,211,0,0
14893,CA,SMF,"Sacramento, CA: Sacramento International",21167,Compass Airlines,3784,662,0,0
14893,CA,SMF,"Sacramento, CA: Sacramento International",20452,Republic Airline,9,38,0,0
14893,CA,SMF,"Sacramento, CA: Sacramento International",20409,JetBlue Airways,1184,309,232,418
14893,CA,SMF,"Sacramento, CA: Sacramento International",20436,Frontier Airlines Inc.,446,392,816,594
14893,CA,SMF,"Sacramento, CA: Sacramento International",20416,Spirit Air Lines,575,513,852,1260
13796,CA,OAK,"Oakland, CA: Metro Oakland International",21894,"ADVANCED AIR, LLC",425,116,26,0
13796,CA,OAK,"Oakland, CA: Metro Oakland International",21599,Boutique Air,146,0,0,0
13796,CA,OAK,"Oakland, CA: Metro Oakland International",19687,Horizon Air,808,489,683,906
13796,CA,OAK,"Oakland, CA: Metro Oakland International",19790,Delta Air Lines Inc.,1015,251,514,712
13796,CA,OAK,"Oakland, CA: Metro Oakland International",19393,Southwest Airlines Co.,40675,24694,26758,37481
13796,CA,OAK,"Oakland, CA: Metro Oakland International",19930,Alaska Airlines Inc.,2333,565,549,677
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20422,Sun Country Airlines d/b/a MN Airlines,1,0,0,0
13796,CA,OAK,"Oakland, CA: Metro Oakland International",19805,American Airlines Inc.,867,183,0,0
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20304,SkyWest Airlines Inc.,1388,915,2328,2191
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20378,Mesa Airlines Inc.,287,37,0,1
13796,CA,OAK,"Oakland, CA: Metro Oakland International",21167,Compass Airlines,3,0,0,0
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20398,Envoy Air,1,0,0,0
13796,CA,OAK,"Oakland, CA: Metro Oakland International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,927,439,436,385
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20409,JetBlue Airways,1073,222,0,0
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20416,Spirit Air Lines,2457,1050,1685,2595
13796,CA,OAK,"Oakland, CA: Metro Oakland International",20368,Allegiant Air,938,483,615,359
13796,CA,OAK,"Oakland, CA: Metro Oakland International",19690,Hawaiian Airlines Inc.,1081,341,975,1142
13198,MO,MCI,"Kansas City, MO: Kansas City International",19790,Delta Air Lines Inc.,7374,2826,4589,5722
13198,MO,MCI,"Kansas City, MO: Kansas City International",19393,Southwest Airlines Co.,23806,13321,13692,17759
13198,MO,MCI,"Kansas City, MO: Kansas City International",19930,Alaska Airlines Inc.,708,427,608,629
13198,MO,MCI,"Kansas City, MO: Kansas City International",19977,United Air Lines Inc.,2452,756,1545,2548
13198,MO,MCI,"Kansas City, MO: Kansas City International",19805,American Airlines Inc.,5073,2362,3470,5067
13198,MO,MCI,"Kansas City, MO: Kansas City International",20046,Air Wisconsin Airlines Corp,31,19,21,6
13198,MO,MCI,"Kansas City, MO: Kansas City International",20304,SkyWest Airlines Inc.,3040,2935,2738,1811
13198,MO,MCI,"Kansas City, MO: Kansas City International",20366,ExpressJet Airlines LLC d/b/a aha!,509,181,0,0
13198,MO,MCI,"Kansas City, MO: Kansas City International",20363,Endeavor Air Inc.,1812,819,252,516
13198,MO,MCI,"Kansas City, MO: Kansas City International",20397,PSA Airlines Inc.,207,97,363,597
13198,MO,MCI,"Kansas City, MO: Kansas City International",20378,Mesa Airlines Inc.,1305,1017,2096,1451
13198,MO,MCI,"Kansas City, MO: Kansas City International",20398,Envoy Air,621,1491,2009,1369
13198,MO,MCI,"Kansas City, MO: Kansas City International",20500,GoJet Airlines LLC d/b/a United Express,692,25,0,34
13198,MO,MCI,"Kansas City, MO: Kansas City International",20452,Republic Airline,4986,3036,3820,3652
13198,MO,MCI,"Kansas City, MO: Kansas City International",21167,Compass Airlines,234,0,0,0
13198,MO,MCI,"Kansas City, MO: Kansas City International",19687,Horizon Air,56,196,71,13
13198,MO,MCI,"Kansas City, MO: Kansas City International",20237,Trans States Airlines,9,24,0,0
13198,MO,MCI,"Kansas City, MO: Kansas City International",20368,Allegiant Air,249,201,232,179
13198,MO,MCI,"Kansas City, MO: Kansas City International",20416,Spirit Air Lines,1504,836,1643,1429
13198,MO,MCI,"Kansas City, MO: Kansas City International",20436,Frontier Airlines Inc.,372,217,295,398
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",19687,Horizon Air,2126,1490,1642,627
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",19790,Delta Air Lines Inc.,4109,1923,3181,4784
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",19393,Southwest Airlines Co.,14456,9014,14691,17656
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",19930,Alaska Airlines Inc.,4288,1407,2683,3348
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",19977,United Air Lines Inc.,6389,2718,3688,6439
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",19805,American Airlines Inc.,6140,3367,5141,6189
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",20304,SkyWest Airlines Inc.,4196,3079,2217,3099
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",21167,Compass Airlines,1566,324,0,0
14908,CA,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",20436,Frontier Airlines Inc.,707,470,904,1060
14683,TX,SAT,"San Antonio, TX: San Antonio International",19790,Delta Air Lines Inc.,3518,1567,4117,4952
14683,TX,SAT,"San Antonio, TX: San Antonio International",19393,Southwest Airlines Co.,16452,9328,9741,13533
14683,TX,SAT,"San Antonio, TX: San Antonio International",19977,United Air Lines Inc.,4441,1452,3271,5032
14683,TX,SAT,"San Antonio, TX: San Antonio International",20422,Sun Country Airlines d/b/a MN Airlines,229,105,91,115
14683,TX,SAT,"San Antonio, TX: San Antonio International",19930,Alaska Airlines Inc.,532,429,393,367
14683,TX,SAT,"San Antonio, TX: San Antonio International",19805,American Airlines Inc.,8609,4597,6433,6399
14683,TX,SAT,"San Antonio, TX: San Antonio International",20304,SkyWest Airlines Inc.,3577,3036,1757,1265
14683,TX,SAT,"San Antonio, TX: San Antonio International",20500,GoJet Airlines LLC d/b/a United Express,463,5,0,0
14683,TX,SAT,"San Antonio, TX: San Antonio International",20378,Mesa Airlines Inc.,530,552,816,590
14683,TX,SAT,"San Antonio, TX: San Antonio International",20363,Endeavor Air Inc.,324,41,0,2
14683,TX,SAT,"San Antonio, TX: San Antonio International",20397,PSA Airlines Inc.,194,0,0,24
14683,TX,SAT,"San Antonio, TX: San Antonio International",20398,Envoy Air,111,187,76,276
14683,TX,SAT,"San Antonio, TX: San Antonio International",20452,Republic Airline,608,578,395,188
14683,TX,SAT,"San Antonio, TX: San Antonio International",21167,Compass Airlines,1227,126,0,0
14683,TX,SAT,"San Antonio, TX: San Antonio International",20366,ExpressJet Airlines LLC d/b/a aha!,74,31,0,0
14683,TX,SAT,"San Antonio, TX: San Antonio International",21477,Via Airlines d/b/a Sterling Airways,1,0,0,0
14683,TX,SAT,"San Antonio, TX: San Antonio International",20436,Frontier Airlines Inc.,1324,394,565,822
14683,TX,SAT,"San Antonio, TX: San Antonio International",20368,Allegiant Air,145,70,100,92
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",19790,Delta Air Lines Inc.,6266,4461,7461,6910
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",19393,Southwest Airlines Co.,7023,7233,9943,6780
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",19977,United Air Lines Inc.,3747,2968,5585,5103
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20422,Sun Country Airlines d/b/a MN Airlines,861,656,873,995
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",19805,American Airlines Inc.,5441,4140,5414,5057
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20500,GoJet Airlines LLC d/b/a United Express,2,0,0,0
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20304,SkyWest Airlines Inc.,9,2,60,0
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20363,Endeavor Air Inc.,376,79,11,3
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20378,Mesa Airlines Inc.,102,378,227,33
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20452,Republic Airline,497,866,1139,343
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20398,Envoy Air,28,16,38,32
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20366,ExpressJet Airlines LLC d/b/a aha!,2,0,0,0
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20409,JetBlue Airways,4487,3170,4002,4514
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20416,Spirit Air Lines,3471,2729,3459,3153
14635,FL,RSW,"Fort Myers, FL: Southwest Florida International",20436,Frontier Airlines Inc.,2901,2183,2764,2530
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",19790,Delta Air Lines Inc.,3539,1888,2516,2473
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",19393,Southwest Airlines Co.,6722,3914,4140,4134
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",19977,United Air Lines Inc.,6742,3137,5415,7400
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",19805,American Airlines Inc.,2973,1543,2294,3326
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20046,Air Wisconsin Airlines Corp,232,229,27,185
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20304,SkyWest Airlines Inc.,3184,529,1981,2275
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20363,Endeavor Air Inc.,4084,2420,2102,3010
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20366,ExpressJet Airlines LLC d/b/a aha!,4836,925,0,0
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20397,PSA Airlines Inc.,2188,895,1448,1920
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20378,Mesa Airlines Inc.,979,695,508,504
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20398,Envoy Air,3264,1224,937,579
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20500,GoJet Airlines LLC d/b/a United Express,440,272,695,97
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20452,Republic Airline,2170,2630,4343,4448
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20237,Trans States Airlines,124,0,0,0
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20427,Piedmont Airlines,1048,460,577,234
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20445,CommuteAir LLC dba CommuteAir,659,443,0,4
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20409,JetBlue Airways,1452,630,793,848
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20368,Allegiant Air,658,555,633,2
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20416,Spirit Air Lines,3018,2449,3216,3350
11042,OH,CLE,"Cleveland, OH: Cleveland-Hopkins International",20436,Frontier Airlines Inc.,3143,2420,3144,3445
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20500,GoJet Airlines LLC d/b/a United Express,675,446,1096,343
12339,IN,IND,"Indianapolis, IN: Indianapolis International",19790,Delta Air Lines Inc.,6091,2656,3350,3385
12339,IN,IND,"Indianapolis, IN: Indianapolis International",19393,Southwest Airlines Co.,11227,7704,8167,8519
12339,IN,IND,"Indianapolis, IN: Indianapolis International",19930,Alaska Airlines Inc.,366,335,324,420
12339,IN,IND,"Indianapolis, IN: Indianapolis International",19977,United Air Lines Inc.,853,407,901,1856
12339,IN,IND,"Indianapolis, IN: Indianapolis International",19805,American Airlines Inc.,4181,2312,3046,4381
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20046,Air Wisconsin Airlines Corp,1244,414,208,489
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20304,SkyWest Airlines Inc.,2349,1219,1136,1908
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20363,Endeavor Air Inc.,2599,1737,1796,1993
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20366,ExpressJet Airlines LLC d/b/a aha!,1950,402,0,0
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20397,PSA Airlines Inc.,1194,691,765,872
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20378,Mesa Airlines Inc.,653,528,968,420
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20398,Envoy Air,2550,620,1075,1571
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20452,Republic Airline,11401,7261,9922,10881
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20237,Trans States Airlines,37,15,0,0
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20445,CommuteAir LLC dba CommuteAir,560,164,8,125
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20427,Piedmont Airlines,146,49,88,13
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20368,Allegiant Air,1736,1421,1789,1638
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20436,Frontier Airlines Inc.,728,491,660,624
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20416,Spirit Air Lines,725,834,1776,1739
12339,IN,IND,"Indianapolis, IN: Indianapolis International",20409,JetBlue Airways,1,0,1,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",21618,"Southern Airways Express, dba Mokulele Airlines",6532,5448,3634,2981
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",21599,Boutique Air,927,855,570,457
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",19790,Delta Air Lines Inc.,3932,1853,2133,2107
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",19393,Southwest Airlines Co.,9889,6431,6995,7701
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",19930,Alaska Airlines Inc.,373,430,308,423
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",19977,United Air Lines Inc.,2893,875,1327,2219
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",19805,American Airlines Inc.,6725,3003,3110,4732
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20304,SkyWest Airlines Inc.,1686,781,2135,2061
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20363,Endeavor Air Inc.,3853,1642,864,2269
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20397,PSA Airlines Inc.,2265,978,898,910
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20046,Air Wisconsin Airlines Corp,28,40,45,237
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20378,Mesa Airlines Inc.,1486,804,925,829
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20500,GoJet Airlines LLC d/b/a United Express,239,84,1110,265
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20398,Envoy Air,2610,760,737,571
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20452,Republic Airline,8638,6203,8756,10648
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20366,ExpressJet Airlines LLC d/b/a aha!,81,192,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20237,Trans States Airlines,4,0,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20445,CommuteAir LLC dba CommuteAir,52,23,0,6
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20427,Piedmont Airlines,33,42,80,23
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",21477,Via Airlines d/b/a Sterling Airways,12,0,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20409,JetBlue Airways,1951,653,560,1125
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20368,Allegiant Air,1178,972,1289,1239
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20416,Spirit Air Lines,2055,1724,2144,2416
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",20436,Frontier Airlines Inc.,175,85,155,168
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20500,GoJet Airlines LLC d/b/a United Express,2426,1006,1490,614
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",19790,Delta Air Lines Inc.,8546,4600,6299,6528
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",19393,Southwest Airlines Co.,2974,1955,2546,2294
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",19977,United Air Lines Inc.,1266,196,608,1199
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",19805,American Airlines Inc.,923,507,1271,1689
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20046,Air Wisconsin Airlines Corp,300,114,416,201
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20304,SkyWest Airlines Inc.,572,507,1481,1094
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20363,Endeavor Air Inc.,12075,5731,5850,6622
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20366,ExpressJet Airlines LLC d/b/a aha!,1378,241,0,0
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20397,PSA Airlines Inc.,4997,2790,2510,2384
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20378,Mesa Airlines Inc.,1397,617,1015,544
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20398,Envoy Air,5083,2846,3433,3243
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20452,Republic Airline,2255,1302,1164,3631
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20237,Trans States Airlines,69,3,0,0
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20445,CommuteAir LLC dba CommuteAir,675,325,1,561
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20427,Piedmont Airlines,8,54,371,462
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20368,Allegiant Air,3378,2788,3792,3364
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",20436,Frontier Airlines Inc.,2764,1773,2463,2829
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",19790,Delta Air Lines Inc.,3812,2031,2442,2104
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20500,GoJet Airlines LLC d/b/a United Express,795,454,1199,119
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",19393,Southwest Airlines Co.,12358,7740,7885,9957
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",19977,United Air Lines Inc.,1528,268,543,1671
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",19805,American Airlines Inc.,3162,1273,2121,2944
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20422,Sun Country Airlines d/b/a MN Airlines,1,0,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20046,Air Wisconsin Airlines Corp,288,85,371,102
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20304,SkyWest Airlines Inc.,1211,877,1456,2631
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20363,Endeavor Air Inc.,823,824,612,548
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20397,PSA Airlines Inc.,1544,639,678,1396
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20366,ExpressJet Airlines LLC d/b/a aha!,599,157,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20378,Mesa Airlines Inc.,1752,813,773,749
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20398,Envoy Air,4899,2445,3124,2375
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20452,Republic Airline,13209,7308,8343,10990
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,0,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20237,Trans States Airlines,247,27,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20427,Piedmont Airlines,143,9,68,33
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20445,CommuteAir LLC dba CommuteAir,837,243,30,403
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20416,Spirit Air Lines,1577,1016,1897,1814
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",20436,Frontier Airlines Inc.,362,189,253,310
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",19930,Alaska Airlines Inc.,300,332,292,321
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",19790,Delta Air Lines Inc.,5867,2880,3647,4459
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",19393,Southwest Airlines Co.,5541,3379,3765,3717
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",19977,United Air Lines Inc.,1176,363,1660,2194
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",19805,American Airlines Inc.,4294,2713,3356,4463
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20366,ExpressJet Airlines LLC d/b/a aha!,665,245,0,0
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20397,PSA Airlines Inc.,1316,822,1682,1893
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20304,SkyWest Airlines Inc.,340,406,351,332
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20363,Endeavor Air Inc.,1448,437,4,218
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20046,Air Wisconsin Airlines Corp,1,36,0,0
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20378,Mesa Airlines Inc.,918,751,1137,731
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20500,GoJet Airlines LLC d/b/a United Express,189,10,0,0
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20398,Envoy Air,1517,405,1360,1919
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20452,Republic Airline,4078,2480,4482,3680
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20445,CommuteAir LLC dba CommuteAir,1326,617,199,340
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20409,JetBlue Airways,3750,1179,2263,3167
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20368,Allegiant Air,552,379,446,605
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20416,Spirit Air Lines,1172,263,7,1
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",20436,Frontier Airlines Inc.,940,130,188,496
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",19930,Alaska Airlines Inc.,1,0,1,1
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",21618,"Southern Airways Express, dba Mokulele Airlines",940,161,0,0
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",19790,Delta Air Lines Inc.,5894,3080,4487,5802
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",19393,Southwest Airlines Co.,2426,1684,1939,1558
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",19977,United Air Lines Inc.,2562,1398,2548,2589
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",19805,American Airlines Inc.,4906,3682,4503,4335
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20422,Sun Country Airlines d/b/a MN Airlines,1,0,25,50
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20500,GoJet Airlines LLC d/b/a United Express,27,0,0,0
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20304,SkyWest Airlines Inc.,5,4,48,0
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20363,Endeavor Air Inc.,12,0,0,1
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20398,Envoy Air,111,15,16,6
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20452,Republic Airline,479,472,985,586
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20378,Mesa Airlines Inc.,47,219,553,171
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20409,JetBlue Airways,7971,3897,5120,7431
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20416,Spirit Air Lines,427,307,315,131
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",20436,Frontier Airlines Inc.,921,572,745,943
