ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,AIRCRAFT_TYPE,Description,2019,2020,2021,2022
12339,IN,IND,"Indianapolis, IN: Indianapolis International",627,Boeing 777-200ER/200LR/233LR,1,0,0,0
12339,IN,IND,"Indianapolis, IN: Indianapolis International",629,Canadair RJ-200ER /RJ-440,2572,661,307,757
12339,IN,IND,"Indianapolis, IN: Indianapolis International",631,Canadair RJ-700,2436,1166,817,499
12339,IN,IND,"Indianapolis, IN: Indianapolis International",634,Boeing 737-900,2,8,1,66
12339,IN,IND,"Indianapolis, IN: Indianapolis International",638,Canadair CRJ 900,3258,2180,2238,3712
12339,IN,IND,"Indianapolis, IN: Indianapolis International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,2906,139,0,0
12339,IN,IND,"Indianapolis, IN: Indianapolis International",656,McDonnell Douglas MD-90,41,2,0,0
12339,IN,IND,"Indianapolis, IN: Indianapolis International",673,Embraer ERJ-175,8999,6657,10826,11306
12339,IN,IND,"Indianapolis, IN: Indianapolis International",675,Embraer-145,3781,906,393,366
12339,IN,IND,"Indianapolis, IN: Indianapolis International",676,Embraer-140,704,11,0,0
12339,IN,IND,"Indianapolis, IN: Indianapolis International",677,Embraer-Emb-170,3495,1546,1399,1652
12339,IN,IND,"Indianapolis, IN: Indianapolis International",678,Embraer 190,1,0,0,0
12339,IN,IND,"Indianapolis, IN: Indianapolis International",694,Airbus Industrie A320-100/200,2890,2866,3914,4066
12339,IN,IND,"Indianapolis, IN: Indianapolis International",698,Airbus Industrie A319,3486,2199,2255,2027
12339,IN,IND,"Indianapolis, IN: Indianapolis International",699,Airbus Industrie A321/Lr,237,428,2238,2012
12339,IN,IND,"Indianapolis, IN: Indianapolis International",722,Airbus Industrie A320-200n,406,469,556,541
12339,IN,IND,"Indianapolis, IN: Indianapolis International",838,Boeing B737 Max 800,89,0,376,508
12339,IN,IND,"Indianapolis, IN: Indianapolis International",887,B787-800 Dreamliner,4,0,0,0
12339,IN,IND,"Indianapolis, IN: Indianapolis International",888,Boeing 737-900ER,1001,679,673,1236
12339,IN,IND,"Indianapolis, IN: Indianapolis International",889,B787-900 Dreamliner,1,0,1,1
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",416,Cessna 208 Caravan,6532,5448,3634,238
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",479,Pilatus PC-12,927,855,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",608,Boeing 717-200,247,377,457,129
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",612,Boeing 737-700/700LR/Max 7,7206,4054,4379,4418
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",614,Boeing 737-800,5189,3034,3129,4451
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",622,Boeing 757-200,16,2,585,157
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",623,Boeing 757-300,1,0,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",629,Canadair RJ-200ER /RJ-440,738,222,62,262
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",631,Canadair RJ-700,2876,956,916,478
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",634,Boeing 737-900,4,0,9,39
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",638,Canadair CRJ 900,4978,2407,2615,3656
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,1038,422,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",656,McDonnell Douglas MD-90,424,12,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",673,Embraer ERJ-175,7220,6003,9599,11769
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",675,Embraer-145,716,169,129,64
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",676,Embraer-140,1239,220,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",677,Embraer-Emb-170,3220,1491,1126,1325
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",678,Embraer 190,3028,744,808,1117
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",687,Airbus Industrie A330-300/333,1,0,0,0
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",694,Airbus Industrie A320-100/200,3344,2352,3407,3660
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",698,Airbus Industrie A319,6069,3727,3299,3452
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",699,Airbus Industrie A321/Lr,226,479,480,2171
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",721,Airbus Industrie A321-200n,1,3,32,62
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",722,Airbus Industrie A320-200n,236,323,561,1127
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",723,A200-100 BD-500-1A10,2,0,0,3
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",838,Boeing B737 Max 800,65,0,241,419
14122,PA,PIT,"Pittsburgh, PA: Pittsburgh International",888,Boeing 737-900ER,2074,494,908,900
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",530,Bombardier CRJ550,117,851,1490,614
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",608,Boeing 717-200,560,130,60,2
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",612,Boeing 737-700/700LR/Max 7,3107,1844,1847,1823
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",614,Boeing 737-800,6053,3610,4546,4994
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",622,Boeing 757-200,8,0,152,132
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",626,Boeing 767-300/300ER,2,2,188,72
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",629,Canadair RJ-200ER /RJ-440,4784,1125,530,297
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",631,Canadair RJ-700,5526,1720,2380,1081
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",634,Boeing 737-900,1,0,3,100
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",638,Canadair CRJ 900,10510,6316,6405,8141
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,666,23,0,0
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",656,McDonnell Douglas MD-90,476,1,0,0
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",673,Embraer ERJ-175,3582,3083,5659,6994
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",675,Embraer-145,4611,1578,995,1506
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",676,Embraer-140,1015,246,0,0
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",677,Embraer-Emb-170,1090,617,272,723
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",687,Airbus Industrie A330-300/333,1,0,0,0
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",694,Airbus Industrie A320-100/200,4862,2753,4140,3324
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",698,Airbus Industrie A319,899,802,1596,1284
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",699,Airbus Industrie A321/Lr,601,569,937,908
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",722,Airbus Industrie A320-200n,1682,1179,1614,1848
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",723,A200-100 BD-500-1A10,1,0,210,1034
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",838,Boeing B737 Max 800,1,0,59,56
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",887,B787-800 Dreamliner,1,0,0,0
11193,KY,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",888,Boeing 737-900ER,930,906,1899,2659
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",359,Airbus Industrie A350-900,1,0,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",530,Bombardier CRJ550,4,454,1199,119
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",608,Boeing 717-200,89,682,486,103
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",612,Boeing 737-700/700LR/Max 7,9638,5711,5337,6515
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",614,Boeing 737-800,4934,2842,3508,4976
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",622,Boeing 757-200,4,0,0,5
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",629,Canadair RJ-200ER /RJ-440,1066,268,453,324
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",631,Canadair RJ-700,3157,423,367,537
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",638,Canadair CRJ 900,2148,1584,1767,2722
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,1730,577,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",656,McDonnell Douglas MD-90,133,12,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",673,Embraer ERJ-175,11228,7897,11180,13677
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",674,Embraer-135,1,0,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",675,Embraer-145,3315,1325,685,497
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",676,Embraer-140,1025,174,0,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",677,Embraer-Emb-170,4404,1756,1003,1470
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",678,Embraer 190,160,81,200,244
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",694,Airbus Industrie A320-100/200,1895,1397,1930,2116
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",698,Airbus Industrie A319,2603,801,1395,1954
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",699,Airbus Industrie A321/Lr,93,41,273,879
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",721,Airbus Industrie A321-200n,7,4,3,15
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",722,Airbus Industrie A320-200n,396,294,481,413
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",723,A200-100 BD-500-1A10,9,3,2,0
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",838,Boeing B737 Max 800,66,0,321,342
11066,OH,CMH,"Columbus, OH: John Glenn Columbus International",888,Boeing 737-900ER,1342,404,1694,1677
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",608,Boeing 717-200,618,73,402,117
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",612,Boeing 737-700/700LR/Max 7,4724,2643,2785,2503
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",614,Boeing 737-800,2540,2247,3531,3769
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",622,Boeing 757-200,1738,1417,1623,2943
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",623,Boeing 757-300,12,61,64,98
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",626,Boeing 767-300/300ER,1,2,2,2
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",629,Canadair RJ-200ER /RJ-440,322,120,5,0
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",631,Canadair RJ-700,1153,599,266,915
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",634,Boeing 737-900,7,4,0,5
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",638,Canadair CRJ 900,2164,980,1422,1234
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,1643,49,0,0
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",656,McDonnell Douglas MD-90,186,20,0,0
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",673,Embraer ERJ-175,4627,3385,6466,5962
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",675,Embraer-145,2867,791,277,341
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",676,Embraer-140,2,1,0,0
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",677,Embraer-Emb-170,663,333,779,662
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",678,Embraer 190,2636,472,1155,1077
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",694,Airbus Industrie A320-100/200,4224,1665,1942,3489
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",698,Airbus Industrie A319,2594,1094,1458,2722
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",699,Airbus Industrie A321/Lr,304,608,1555,1016
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",721,Airbus Industrie A321-200n,2,1,12,21
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",722,Airbus Industrie A320-200n,655,164,114,405
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",723,A200-100 BD-500-1A10,50,112,30,348
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",838,Boeing B737 Max 800,24,0,142,251
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",839,Boeing B737 Max 900,1,0,2,5
12451,FL,JAX,"Jacksonville, FL: Jacksonville International",888,Boeing 737-900ER,1334,655,474,339
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",416,Cessna 208 Caravan,940,161,0,1
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",608,Boeing 717-200,39,13,0,0
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",612,Boeing 737-700/700LR/Max 7,1859,1140,1468,1410
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",614,Boeing 737-800,3542,2369,3429,3011
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",622,Boeing 757-200,490,153,93,39
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",627,Boeing 777-200ER/200LR/233LR,1,1,1,3
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",631,Canadair RJ-700,27,170,11,0
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",634,Boeing 737-900,39,22,0,8
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",638,Canadair CRJ 900,13,0,0,9
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,39,1,0,0
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",656,McDonnell Douglas MD-90,234,8,0,0
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",673,Embraer ERJ-175,620,481,1429,634
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",675,Embraer-145,10,1,2,0
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",677,Embraer-Emb-170,11,73,166,129
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",678,Embraer 190,1558,625,664,2444
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",694,Airbus Industrie A320-100/200,8044,4584,5522,5298
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",698,Airbus Industrie A319,2657,1094,1407,2675
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",699,Airbus Industrie A321/Lr,3364,2239,2321,6024
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",722,Airbus Industrie A320-200n,436,502,709,813
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",838,Boeing B737 Max 800,14,0,241,632
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",839,Boeing B737 Max 900,1,0,14,19
14027,FL,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",888,Boeing 737-900ER,2868,2248,3770,438
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",530,Bombardier CRJ550,1,2,5,1
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",608,Boeing 717-200,835,537,485,1160
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",612,Boeing 737-700/700LR/Max 7,8810,5573,5744,4473
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",614,Boeing 737-800,3817,2516,2165,3146
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",622,Boeing 757-200,20,0,3,136
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",623,Boeing 757-300,1,0,1,0
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",627,Boeing 777-200ER/200LR/233LR,2,0,0,0
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",629,Canadair RJ-200ER /RJ-440,3470,1654,2620,1910
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",631,Canadair RJ-700,1996,1705,2446,1386
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",634,Boeing 737-900,21,8,26,15
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",638,Canadair CRJ 900,2433,2418,3324,3988
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,1164,147,0,0
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",656,McDonnell Douglas MD-90,1143,254,0,0
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",673,Embraer ERJ-175,2769,1868,2035,2668
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",675,Embraer-145,2020,793,560,602
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",677,Embraer-Emb-170,501,97,192,338
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",678,Embraer 190,2,0,4,86
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",694,Airbus Industrie A320-100/200,638,255,1551,1738
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",698,Airbus Industrie A319,1984,1238,1471,1659
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",699,Airbus Industrie A321/Lr,935,273,1456,1621
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",722,Airbus Industrie A320-200n,490,514,477,668
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",723,A200-100 BD-500-1A10,1,1,1,1
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",838,Boeing B737 Max 800,95,0,153,284
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",887,B787-800 Dreamliner,1,0,0,0
13342,WI,MKE,"Milwaukee, WI: General Mitchell International",888,Boeing 737-900ER,1620,592,604,197
10529,CT,BDL,"Hartford, CT: Bradley International",608,Boeing 717-200,1287,255,745,782
10529,CT,BDL,"Hartford, CT: Bradley International",612,Boeing 737-700/700LR/Max 7,3975,1840,1710,1578
10529,CT,BDL,"Hartford, CT: Bradley International",614,Boeing 737-800,4537,2343,3107,4561
10529,CT,BDL,"Hartford, CT: Bradley International",622,Boeing 757-200,9,1,2,5
10529,CT,BDL,"Hartford, CT: Bradley International",623,Boeing 757-300,1,0,0,1
10529,CT,BDL,"Hartford, CT: Bradley International",626,Boeing 767-300/300ER,3,0,1,0
10529,CT,BDL,"Hartford, CT: Bradley International",627,Boeing 777-200ER/200LR/233LR,1,0,0,0
10529,CT,BDL,"Hartford, CT: Bradley International",629,Canadair RJ-200ER /RJ-440,1013,83,11,1
10529,CT,BDL,"Hartford, CT: Bradley International",631,Canadair RJ-700,1715,1191,950,1083
10529,CT,BDL,"Hartford, CT: Bradley International",634,Boeing 737-900,5,0,0,0
10529,CT,BDL,"Hartford, CT: Bradley International",638,Canadair CRJ 900,1156,1683,1642,1251
10529,CT,BDL,"Hartford, CT: Bradley International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,306,439,0,0
10529,CT,BDL,"Hartford, CT: Bradley International",656,McDonnell Douglas MD-90,1674,78,0,0
10529,CT,BDL,"Hartford, CT: Bradley International",673,Embraer ERJ-175,1731,1458,2970,1896
10529,CT,BDL,"Hartford, CT: Bradley International",675,Embraer-145,485,318,451,106
10529,CT,BDL,"Hartford, CT: Bradley International",676,Embraer-140,11,1,0,0
10529,CT,BDL,"Hartford, CT: Bradley International",677,Embraer-Emb-170,30,190,207,110
10529,CT,BDL,"Hartford, CT: Bradley International",678,Embraer 190,414,12,547,486
10529,CT,BDL,"Hartford, CT: Bradley International",694,Airbus Industrie A320-100/200,5640,3059,4639,4525
10529,CT,BDL,"Hartford, CT: Bradley International",698,Airbus Industrie A319,2765,1511,921,2261
10529,CT,BDL,"Hartford, CT: Bradley International",699,Airbus Industrie A321/Lr,768,512,573,1107
10529,CT,BDL,"Hartford, CT: Bradley International",722,Airbus Industrie A320-200n,333,340,785,1011
10529,CT,BDL,"Hartford, CT: Bradley International",723,A200-100 BD-500-1A10,1,0,1,3
10529,CT,BDL,"Hartford, CT: Bradley International",837,Boeing 787-10 Dreamliner,2,0,0,1
10529,CT,BDL,"Hartford, CT: Bradley International",838,Boeing B737 Max 800,27,0,436,299
10529,CT,BDL,"Hartford, CT: Bradley International",888,Boeing 737-900ER,1248,352,817,2255
10800,CA,BUR,"Burbank, CA: Bob Hope",458,Beechcraft Super King Air,6,0,0,19
10800,CA,BUR,"Burbank, CA: Bob Hope",479,Pilatus PC-12,15,0,14,1
10800,CA,BUR,"Burbank, CA: Bob Hope",612,Boeing 737-700/700LR/Max 7,19119,9830,10056,21652
10800,CA,BUR,"Burbank, CA: Bob Hope",614,Boeing 737-800,2363,1718,4097,2858
10800,CA,BUR,"Burbank, CA: Bob Hope",629,Canadair RJ-200ER /RJ-440,1767,773,352,784
10800,CA,BUR,"Burbank, CA: Bob Hope",631,Canadair RJ-700,276,274,760,275
10800,CA,BUR,"Burbank, CA: Bob Hope",634,Boeing 737-900,3,3,14,17
10800,CA,BUR,"Burbank, CA: Bob Hope",638,Canadair CRJ 900,1242,597,332,351
10800,CA,BUR,"Burbank, CA: Bob Hope",673,Embraer ERJ-175,3200,1683,2175,2029
10800,CA,BUR,"Burbank, CA: Bob Hope",694,Airbus Industrie A320-100/200,1773,470,546,1353
10800,CA,BUR,"Burbank, CA: Bob Hope",698,Airbus Industrie A319,1347,294,97,391
10800,CA,BUR,"Burbank, CA: Bob Hope",699,Airbus Industrie A321/Lr,3,117,17,14
10800,CA,BUR,"Burbank, CA: Bob Hope",721,Airbus Industrie A321-200n,6,1,239,285
10800,CA,BUR,"Burbank, CA: Bob Hope",838,Boeing B737 Max 800,57,0,216,98
10800,CA,BUR,"Burbank, CA: Bob Hope",888,Boeing 737-900ER,280,308,832,729
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",458,Beechcraft Super King Air,884,775,844,883
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",479,Pilatus PC-12,638,587,444,604
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",612,Boeing 737-700/700LR/Max 7,9341,5083,3953,5076
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",614,Boeing 737-800,4667,2256,2987,5203
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",622,Boeing 757-200,8,3,1,2
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",626,Boeing 767-300/300ER,1,0,0,1
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",627,Boeing 777-200ER/200LR/233LR,2,0,1,0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",629,Canadair RJ-200ER /RJ-440,345,636,783,287
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",631,Canadair RJ-700,1399,580,755,444
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",634,Boeing 737-900,9,34,94,107
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",638,Canadair CRJ 900,1652,670,1018,264
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,95,0,0,0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",656,McDonnell Douglas MD-90,16,1,0,0
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",673,Embraer ERJ-175,5173,3569,4668,4348
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",675,Embraer-145,445,258,761,583
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",677,Embraer-Emb-170,157,24,76,22
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",694,Airbus Industrie A320-100/200,655,361,647,1374
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",698,Airbus Industrie A319,1159,702,629,780
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",699,Airbus Industrie A321/Lr,59,306,791,1340
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",721,Airbus Industrie A321-200n,6,4,6,15
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",722,Airbus Industrie A320-200n,64,47,70,205
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",838,Boeing B737 Max 800,52,0,223,319
10140,NM,ABQ,"Albuquerque, NM: Albuquerque International Sunport",888,Boeing 737-900ER,980,200,313,405
13891,CA,ONT,"Ontario, CA: Ontario International",608,Boeing 717-200,25,0,0,0
13891,CA,ONT,"Ontario, CA: Ontario International",612,Boeing 737-700/700LR/Max 7,10633,5967,4683,6960
13891,CA,ONT,"Ontario, CA: Ontario International",614,Boeing 737-800,4728,3742,4209,4355
13891,CA,ONT,"Ontario, CA: Ontario International",622,Boeing 757-200,2,1,0,1
13891,CA,ONT,"Ontario, CA: Ontario International",629,Canadair RJ-200ER /RJ-440,1285,495,790,665
13891,CA,ONT,"Ontario, CA: Ontario International",631,Canadair RJ-700,159,284,384,276
13891,CA,ONT,"Ontario, CA: Ontario International",634,Boeing 737-900,279,77,230,227
13891,CA,ONT,"Ontario, CA: Ontario International",638,Canadair CRJ 900,886,554,881,265
13891,CA,ONT,"Ontario, CA: Ontario International",655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,2,0,0,0
13891,CA,ONT,"Ontario, CA: Ontario International",673,Embraer ERJ-175,1456,1960,2559,2202
13891,CA,ONT,"Ontario, CA: Ontario International",694,Airbus Industrie A320-100/200,1111,489,1060,1237
13891,CA,ONT,"Ontario, CA: Ontario International",698,Airbus Industrie A319,681,665,351,420
13891,CA,ONT,"Ontario, CA: Ontario International",699,Airbus Industrie A321/Lr,220,242,1823,2967
13891,CA,ONT,"Ontario, CA: Ontario International",721,Airbus Industrie A321-200n,5,2,296,534
13891,CA,ONT,"Ontario, CA: Ontario International",722,Airbus Industrie A320-200n,488,232,1132,1577
13891,CA,ONT,"Ontario, CA: Ontario International",838,Boeing B737 Max 800,45,0,250,399
13891,CA,ONT,"Ontario, CA: Ontario International",888,Boeing 737-900ER,1025,806,1350,876
13871,NE,OMA,"Omaha, NE: Eppley Airfield",530,Bombardier CRJ550,2,40,494,182
13871,NE,OMA,"Omaha, NE: Eppley Airfield",608,Boeing 717-200,68,301,702,715
13871,NE,OMA,"Omaha, NE: Eppley Airfield",612,Boeing 737-700/700LR/Max 7,5794,3816,3930,4605
13871,NE,OMA,"Omaha, NE: Eppley Airfield",614,Boeing 737-800,1631,1754,2231,3701
13871,NE,OMA,"Omaha, NE: Eppley Airfield",622,Boeing 757-200,9,3,3,1
13871,NE,OMA,"Omaha, NE: Eppley Airfield",623,Boeing 757-300,3,0,0,0
