ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION
16218,YUM,AZ,Yuma MCAS/Yuma International,Yuma
13795,OAJ,NC,Albert J Ellis,Jacksonville/Camp Lejeune
13796,OAK,CA,Metro Oakland International,Oakland
13806,OBU,AK,Kobuk Airport,Kobuk
13829,OGD,UT,Ogden-Hinckley,Ogden
13830,OGG,HI,Kahului Airport,Kahului
13832,OGS,NY,Ogdensburg International,Ogdensburg
13851,OKC,OK,Will Rogers World,Oklahoma City
13862,OLF,MT,L. M. Clayton,Wolf Point
13863,OLH,AK,Old Harbor Airport,Old Harbor
13871,OMA,NE,Eppley Airfield,Omaha
13873,OME,AK,Nome Airport,Nome
13891,ONT,CA,Ontario International,Ontario
13894,OOK,AK,Toksook Bay,Toksook
13930,ORD,IL,Chicago O'Hare International,Chicago
13931,ORF,VA,Norfolk International,Norfolk
13933,ORH,MA,Worcester Regional,Worcester
13934,ORI,AK,Port Lions Airport,Port Lions
13940,ORT,AK,Northway Airport,Northway
13942,ORV,AK,Robert/Bob/Curtis Memorial,Noorvik
13964,OTH,OR,Southwest Oregon Regional,North Bend/Coos Bay
13968,OTS,WA,Anacortes Airport,Anacortes
13970,OTZ,AK,Ralph Wien Memorial,Kotzebue
13983,OWB,KY,Owensboro Daviess County Regional,Owensboro
13984,OWD,MA,Norwood Memorial,Norwood
13987,OXC,CT,Waterbury Oxford,Waterbury
14004,PAE,WA,Snohomish County,Everett
14006,PAH,KY,Barkley Regional,Paducah
14013,PAQ,AK,Warren Bud Woods Palmer Municipal,Palmer
14025,PBG,NY,Plattsburgh International,Plattsburgh
14027,PBI,FL,Palm Beach International,West Palm Beach/Palm Beach
14028,PBK,AK,Pack Creek Airport,Pack Creek
14044,PCT,NJ,Princeton Airport,Princeton
14046,PDB,AK,Pedro Bay Airport,Pedro Bay
14054,PDT,OR,Eastern Oregon Regional at Pendleton,Pendleton
14057,PDX,OR,Portland International,Portland
14062,PEC,AK,Pelican Seaplane Base,Pelican
14081,PGA,AZ,Page Municipal,Page
14082,PGD,FL,Punta Gorda Airport,Punta Gorda
14088,PGM,AK,Port Graham Airport,Port Graham
14092,PGV,NC,Pitt Greenville,Greenville
14098,PHF,VA,Newport News/Williamsburg International,Newport News/Williamsburg
14100,PHL,PA,Philadelphia International,Philadelphia
14102,PHO,AK,Point Hope Airport,Point Hope
14107,PHX,AZ,Phoenix Sky Harbor International,Phoenix
14108,PIA,IL,General Downing - Peoria International,Peoria
14109,PIB,MS,Hattiesburg-Laurel Regional,Hattiesburg/Laurel
14112,PIE,FL,St Pete Clearwater International,St. Petersburg
14113,PIH,ID,Pocatello Regional,Pocatello
14119,PIP,AK,Pilot Point Airport,Pilot Point
14120,PIR,SD,Pierre Regional,Pierre
14122,PIT,PA,Pittsburgh International,Pittsburgh
14125,PIZ,AK,Point Lay LRRS,Point Lay
14130,PKA,AK,Napaskiak Airport,Napaskiak
14131,PKB,WV,Mid-Ohio Valley Regional,Parkersburg
14150,PLN,MI,Pellston Regional Airport of Emmet County,Pellston
14167,PML,AK,Port Moller Airport,Port Moller
14193,PNS,FL,Pensacola International,Pensacola
14197,POB,NC,Pope AAF,Fayetteville
14218,PPC,AK,Prospect Creek Airport,Prospect Creek
14222,PPG,TT,Pago Pago International,Pago Pago
14229,PPV,AK,Port Protection Airport,Port Protection
14231,PQI,ME,Presque Isle International,Presque Isle/Houlton
14234,PQS,AK,Pilot Station Airport,Pilot Station
14237,PRC,AZ,Prescott Regional Ernest A Love Field,Prescott
14252,PSC,WA,Tri Cities,Pasco/Kennewick/Richland
14254,PSE,PR,Mercedita,Ponce
14256,PSG,AK,Petersburg James A Johnson,Petersburg
14259,PSM,NH,Portsmouth International at Pease,Portsmouth
14262,PSP,CA,Palm Springs International,Palm Springs
14268,PTA,AK,Port Alsworth Airport,Port Alsworth
14270,PTD,AK,Port Alexander Airport,Port Alexander
14273,PTH,AK,Port Heiden Airport,Port Heiden
14276,PTL,AK,Port Armstrong Airport,Port Armstrong
14282,PTU,AK,Platinum Airport,Platinum
14288,PUB,CO,Pueblo Memorial,Pueblo
14303,PUW,WA,Pullman Moscow Regional,Pullman
14306,PVC,MA,Provincetown Municipal,Provincetown
14307,PVD,RI,Rhode Island Tf Green International,Providence
14314,PVU,UT,Provo Municipal,Provo
14321,PWM,ME,Portland International Jetport,Portland
14332,PYM,MA,Plymouth Municipal,Plymouth
14400,QMN,MA,Mansfield Municipal,Mansfield
14412,QQB,AK,Keyes Point Airport,Keyes Point
14457,RAP,SD,Rapid City Regional,Rapid City
14468,RBH,AK,Brooks Lodge Airport,Brooks Lodge
14474,RBY,AK,Ruby Airport,Ruby
14477,RCE,WA,Roche Harbor Airport,Roche Harbor
14485,RDB,AK,Red Dog Airport,Red Dog
14487,RDD,CA,Redding Municipal,Redding
14489,RDM,OR,Roberts Field,Bend/Redmond
14492,RDU,NC,Raleigh-Durham International,Raleigh/Durham
14493,RDV,AK,Red Devil Airport,Red Devil
14512,RFD,IL,Chicago/Rockford International,Rockford
14520,RHI,WI,Rhinelander/Oneida County,Rhinelander
14524,RIC,VA,Richmond International,Richmond
14534,RIW,WY,Central Wyoming Regional,Riverton/Lander
14539,RKD,ME,Knox County Regional,Rockland
14543,RKS,WY,Southwest Wyoming Regional,Rock Springs
14551,RLU,AK,Bornite Upper,Bornite/Ruby Creek
14559,RMP,AK,Rampart Airport,Rampart
14570,RNO,NV,Reno/Tahoe International,Reno
14572,RNT,WA,Renton Municipal,Renton
14574,ROA,VA,Roanoke Blacksburg Regional,Roanoke
14576,ROC,NY,Frederick Douglass Grtr Rochester International,Rochester
14582,ROP,TT,Benjamin Taisacan Manglona International,Rota
14588,ROW,NM,Roswell Air Center,Roswell
14627,RSH,AK,Russian Mission Airport,Russian Mission
14628,RSJ,WA,Rosario Seaplane Base,Rosario
14633,RST,MN,Rochester International,Rochester
14635,RSW,FL,Southwest Florida International,Fort Myers
14648,RUT,VT,Rutland - Southern Vermont Regional,Rutland
14660,RYE,CO,Weld County Municipal,Greeley
14674,SAF,NM,Santa Fe Municipal,Santa Fe
14679,SAN,CA,San Diego International,San Diego
14683,SAT,TX,San Antonio International,San Antonio
14685,SAV,GA,Savannah/Hilton Head International,Savannah
14689,SBA,CA,Santa Barbara Municipal,Santa Barbara
14691,SBD,CA,San Bernardino International,San Bernardino
14696,SBN,IN,South Bend International,South Bend
14698,SBP,CA,San Luis County Regional,San Luis Obispo
14704,SBY,MD,Salisbury-Ocean City/Wicomico Regional,Salisbury
14709,SCC,AK,Deadhorse Airport,Deadhorse
14711,SCE,PA,University Park,State College
14712,SCF,AZ,Scottsdale,Phoenix
14716,SCK,CA,Stockton Metro,Stockton
14718,SCM,AK,Scammon Bay Airport,Scammon Bay
14730,SDF,KY,Louisville Muhammad Ali International,Louisville
14738,SDP,AK,Sand Point,Sandpoint
14745,SDY,MT,Sidney Richland Regional,Sidney
14747,SEA,WA,Seattle/Tacoma International,Seattle
14761,SFB,FL,Orlando Sanford International,Sanford
14771,SFO,CA,San Francisco International,San Francisco
14783,SGF,MO,Springfield-Branson National,Springfield
14794,SGU,UT,St George Regional,St. George
14797,SGY,AK,Skagway Airport,Skagway
14802,SHD,VA,Shenandoah Valley Regional,Staunton
14804,SHG,AK,Shungnak Airport,Shungnak
14805,SHH,AK,Shishmaref Airport,Shishmaref
14812,SHR,WY,Sheridan County,Sheridan
14814,SHV,LA,Shreveport Regional,Shreveport
14816,SHX,AK,Shageluk Airport,Shageluk
14819,SIG,PR,Isla Grande,San Juan
14828,SIT,AK,Sitka Rocky Gutierrez,Sitka
14831,SJC,CA,Norman Y. Mineta San Jose International,San Jose
14842,SJT,TX,San Angelo Regional/Mathis Field,San Angelo
14843,SJU,PR,Luis Munoz Marin International,San Juan
14856,SKK,AK,Shaktoolik Airport,Shaktoolik
14863,SKW,AK,Skwentna Airport,Skwentna
14869,SLC,UT,Salt Lake City International,Salt Lake City
14875,SLK,NY,Adirondack Regional,Saranac Lake/Lake Placid
14877,SLN,KS,Salina Regional,Salina
14880,SLQ,AK,Sleetmute Airport,Sleetmute
14893,SMF,CA,Sacramento International,Sacramento
14895,SMK,AK,St. Michael Airport,St. Michael
14897,SMN,ID,Lemhi County,Salmon
14905,SMX,CA,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria
14908,SNA,CA,John Wayne Airport-Orange County,Santa Ana
14919,SNP,AK,St. Paul Island,St. Paul
14942,SOV,AK,Seldovia Airport,Seldovia
14943,SOW,AZ,Show Low Regional,Show Low
14945,SPB,VI,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie
14952,SPI,IL,Abraham Lincoln Capital,Springfield
14955,SPN,TT,Francisco C. Ada Saipan International,Saipan
14960,SPS,TX,Sheppard AFB/Wichita Falls Municipal,Wichita Falls
14965,SQA,CA,Santa Ynez Airport,Santa Ynez
14967,SQL,CA,San Carlos Airport,San Carlos
14986,SRQ,FL,Sarasota/Bradenton International,Sarasota/Bradenton
14987,SRV,AK,Stony River Airport,Stony River
14992,SSB,VI,Christiansted Harbor Seaplane Base,Christiansted
15008,STC,MN,St. Cloud Regional,St. Cloud
15012,STG,AK,St. George Island Airport,St. George Island
15016,STL,MO,St Louis Lambert International,St. Louis
15023,STS,CA,Charles M. Schulz - Sonoma County,Santa Rosa
15024,STT,VI,Cyril E King,Charlotte Amalie
15027,STX,VI,Henry E. Rohlsen,Christiansted
15041,SUN,ID,Friedman Memorial,Sun Valley/Hailey/Ketchum
15048,SUX,IA,Sioux Gateway Brig Gen Bud Day Field,Sioux City
15049,SVA,AK,Savoonga Airport,Savoonga
15051,SVC,NM,Grant County,Silver City/Hurley
15061,SVS,AK,Stevens Village Airport,Stevens Village
15069,SWD,AK,Seward Airport,Seward
15070,SWF,NY,New York Stewart International,Newburgh/Poughkeepsie
15074,SWO,OK,Stillwater Regional,Stillwater
15085,SXP,AK,Nunam Iqua,Sheldon Point
15086,SXQ,AK,Soldotna Airport,Soldotna
15091,SYB,AK,Seal Bay Airport,Seal Bay
15096,SYR,NY,Syracuse Hancock International,Syracuse
15124,TAL,AK,Ralph M Calhoun Memorial,Tanana
15138,TBN,MO,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood
15160,TCT,AK,Takotna Airport,Takotna
15167,TEB,NJ,Teterboro Airport,Teterboro
15171,TEK,AK,Tatitlek Airport,Tatitlek
15177,TEX,CO,Telluride Regional,Telluride
15215,TIQ,TT,Tinian International,Tinian
15231,TKE,AK,Tenakee Airport,Tenakee
15232,TKF,CA,Truckee Tahoe,Truckee
15236,TKJ,AK,Tok Junction,Tok
15245,TLA,AK,Teller Airport,Teller
15249,TLH,FL,Tallahassee International,Tallahassee
15250,TLJ,AK,Tatalina LRRS,Tatalina
15257,TLT,AK,Tuluksak Airport,Tuluksak
15278,TNC,AK,Tin City LRRS,Tin City
15282,TNK,AK,Tununak Airport,Tununak
15293,TOG,AK,Togiak Airport,Togiak
15295,TOL,OH,Eugene F Kranz Toledo Express,Toledo
15304,TPA,FL,Tampa International,Tampa
15323,TRI,TN,Tri Cities,Bristol/Johnson City/Kingsport
15342,TSM,NM,Taos Regional,Taos
15356,TTN,NJ,Trenton Mercer,Trenton
15370,TUL,OK,Tulsa International,Tulsa
15374,TUP,MS,Tupelo Regional,Tupelo
15376,TUS,AZ,Tucson International,Tucson
15380,TVC,MI,Cherry Capital,Traverse City
15381,TVF,MN,Thief River Falls Regional,Thief River Falls
15385,TWA,AK,Twin Hills Airport,Twin Hills
15389,TWF,ID,Joslin Field - Magic Valley Regional,Twin Falls
15393,TX1,TX,Mesquite Metro,Mesquite
15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana
15411,TYR,TX,Tyler Pounds Regional,Tyler
15412,TYS,TN,McGhee Tyson,Knoxville
15427,UBF,MA,Chatham Municipal,Chatham
15448,UGS,AK,Ugashik Airport,Ugashik
15446,UGI,AK,Uganik Airport,Uganik
15454,UIN,IL,Quincy Regional-Baldwin Field,Quincy
15472,UMT,AK,Umiat Airport,Umiat
15478,UNK,AK,Unalakleet Airport,Unalakleet
15481,UOX,MS,University-Oxford,Oxford
15497,UST,FL,Northeast Florida Regional,St. Augustine
15504,UTO,AK,Indian Mountain LRRS,Utopia
15554,VAK,AK,Chevak Airport,Chevak
15569,VCT,TX,Victoria Regional,Victoria
15570,VCV,CA,Southern California Logistics,Victorville
15579,VDZ,AK,Valdez Pioneer Field,Valdez
15581,VEE,AK,Venetie Airport,Venetie
15582,VEL,UT,Vernal Regional,Vernal
15599,VIK,AK,Kavik River Airport,Kavik River
15607,VLD,GA,Valdosta Regional,Valdosta
15618,VNY,CA,Van Nuys Airport,Van Nuys
15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso
15626,VQS,PR,Antonio Rivera Rodriguez,Vieques
15628,VRB,FL,Vero Beach Regional,Vero Beach
15709,WAA,AK,Wales Airport,Wales
15721,WBB,AK,Stebbins Airport,Stebbins
15725,WBQ,AK,Beaver Airport,Beaver
15731,WCR,AK,Chandalar Lake,Chandalar
15741,WFB,AK,Ketchikan Waterfront Seaplane Base,Ketchikan
15754,WHD,AK,Hyder Seaplane Base,Hyder
15785,WLK,AK,Selawik Airport,Selawik
15793,WMK,AK,Meyers Chuck Seaplane Base,Meyers Chuck
15794,WMO,AK,White Mountain Airport,White Mountain
15798,WNA,AK,Napakiak Airport,Napakiak
15825,CWF,LA,Chennault International,Lake Charles
15838,WQZ,AK,Chignik Lake Airport,Chignik Lake
15841,WRG,AK,Wrangell Airport,Wrangell
15881,WWA,AK,Wasilla Airport,Wasilla
15853,WSN,AK,South Naknek 2,South Naknek
15855,WST,RI,Westerly State,Westerly
15856,WSX,WA,Westsound Airport,Westsound
15861,WTK,AK,Noatak Airport,Noatak
15862,WTL,AK,Tuntutuliak Airport,Tuntutuliak
15885,WWP,AK,Whale Pass Airport,Whale Pass
15887,WWT,AK,Newtok Airport,Newtok
15897,WYS,MT,Yellowstone,West Yellowstone
15919,XNA,AR,Northwest Arkansas National,Fayetteville
15991,YAK,AK,Yakutat Airport,Yakutat
16091,YIP,MI,Willow Run,Detroit
16101,YKM,WA,Yakima Air Terminal/McAllister Field,Yakima
16311,ZNC,AK,Nyac Airport,Nyac
16339,ZXF,AK,Illinois Creek Airport,Illinois Creek
16340,ZXH,AK,Chomondely Sound Airport,Chomondely Sound
16345,ZXM,AK,Saltery Cove Airport,Saltery Cove
16346,ZXN,AK,Clover Bay Airport,Clover Bay
16353,ZXU,RI,Quonset State,North Kingstown
16390,BVU,AK,Beluga Airport,Beluga
16560,OR4,OR,Bend Municipal,Bend
16567,7AK,AK,Akun Airport,Akun
16603,DHB,WA,Deer Harbor Marina,Deer Harbor
16654,WA3,WA,Shaw Islands Water Aerodrome,Shaw Island
16662,AA2,AK,Icicle Seafoods,Naknek-1
16755,T8X,TX,McKinney National,Dallas
16832,NYS,NY,New York Skyports Seaplane Base,New York
16869,XWA,ND,Williston Basin International,Williston
16879,T4X,TX,Llano Municipal,Llano
16923,1AK,AK,Mertarvik Quarry Road Landing Strip,Mertarvik
16929,2AK,AK,Deer Park Airport,Deer Park
16954,BNH,MA,Boston Harbor Seaplane Base,Boston
